inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id
LIDER,https://e.nexoinmobiliario.pe/customers/wr-s-a/logo-46-20231027061759.jpg,CINNCO MAMBO ETAPA I,En Construcción,328400,Calle 18 S/N,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2984-cinnco-mambo-etapa-i-comas-lima-lima-lider,https://e.nexoinmobiliario.pe/customers/wr-s-a/2984-cinnco-mambo-etapa-i/departamentos-comas-64b9839390967_xm.jpg,Comas,150110
LIDER,https://e.nexoinmobiliario.pe/customers/wr-s-a/logo-46-20231027061759.jpg,RESIDENCIAL SEISS,En Planos,239900,Calle 18 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3390-residencial-seiss-comas-lima-lima-lider,https://e.nexoinmobiliario.pe/customers/wr-s-a/3390-residencial-seiss/departamentos-comas-66886f19ba66a_xm.jpg,Comas,150110
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | IN+1,Entrega Inmediata,292600,Av Gerardo Unger 3601,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2217-albamar-in-1-independencia-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/2217-albamar-in-1/departamentos-independencia-66acfa248b711_xm.jpg,Independencia,150112
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | IN+2,Entrega Inmediata,305600,Av Gerardo Unger 3601,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2770-albamar-in-2-independencia-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/2770-albamar-in-2/departamentos-independencia-66ad09d919b47_xm.jpg,Independencia,150112
BESCO,https://e.nexoinmobiliario.pe/customers/besco-s-a-c/logo-68-20231027061759.jpg,NUEVA INDEPENDENCIA,En Planos,214000,"av. Industrial 3458, independencia",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3499-nueva-independencia-independencia-lima-lima-besco,https://e.nexoinmobiliario.pe/customers/besco-s-a-c/3499-nueva-independencia/departamentos-independencia-672ebaa521b43_xm.jpg,Independencia,150112
MARTE,https://e.nexoinmobiliario.pe/customers/marte-grupo-inmobiliario/logo-60-20231027061759.jpg,Ambar,Entrega Inmediata,328571,Avenida Brasil 2363,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1561-ambar-jesus-maria-lima-lima-marte,https://e.nexoinmobiliario.pe/customers/marte-grupo-inmobiliario/1561-ambar/departamentos-jesus-maria-6048f758cbb7b_xm.jpg,Jesus Maria,150113
CITIA,https://e.nexoinmobiliario.pe/customers/ingenieria-de-la-construccion-sac/logo-119-20231027061800.jpg,Brasil 14,Entrega Inmediata,455000,"Av. Brasil 1459, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1571-brasil-14-jesus-maria-lima-lima-citia,https://e.nexoinmobiliario.pe/customers/ingenieria-de-la-construccion-sac/1571-brasil-14/departamentos-jesus-maria-653c07be01273_xm.jpg,Jesus Maria,150113
TORATTO GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/logo-381-20231027061809.jpg,MONTEROSSO,Entrega Inmediata,519007,Jr. Coronel Zegarra N° 1045-1057,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1940-monterosso-jesus-maria-lima-lima-toratto-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/1940-monterosso/departamentos-jesus-maria-672951b90905f_xm.jpg,Jesus Maria,150113
DESARROLLADORA,https://e.nexoinmobiliario.pe/customers/desarrolladora/logo-43-20231027061759.jpg,SALAVERRY 571,En Construcción,373000,"Av. General Salaverry 571, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2116-salaverry-571-jesus-maria-lima-lima-desarrolladora,https://e.nexoinmobiliario.pe/customers/desarrolladora/2116-salaverry-571/departamentos-jesus-maria-665a6ba036e4c_xm.jpg,Jesus Maria,150113
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Amarelo,Entrega Inmediata,418393,Av. Brasil 2475,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2132-amarelo-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/2132-amarelo/departamentos-jesus-maria-665fa31b3fa23_xm.jpg,Jesus Maria,150113
MY HOME,https://e.nexoinmobiliario.pe/customers/my-home-organizacion-inmobiliaria-sac/logo-85-20231027061800.jpg,Garzón,Entrega Inmediata,390000,Avenida General Eugenio Garzón 550 Jesús María,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2212-garzon-jesus-maria-lima-lima-my-home,https://e.nexoinmobiliario.pe/customers/my-home-organizacion-inmobiliaria-sac/2212-garzon/departamentos-jesus-maria-669024f7029a3_xm.jpg,Jesus Maria,150113
CUMBRES ANDINAS,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-san-andres/logo-28-20231027061758.jpg,EDIFICIO ALMAGRO PARK,En Construcción,485930,jr. Diego de Almagro 141,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2238-edificio-almagro-park-jesus-maria-lima-lima-cumbres-andinas,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-san-andres/2238-edificio-almagro-park/departamentos-jesus-maria-611d7bdecb9b3_xm.jpg,Jesus Maria,150113
ARTECO,https://e.nexoinmobiliario.pe/customers/arteco/logo-21-20231027061758.jpg,Astoria,Entrega Inmediata,432000,Av. República de Chile 699,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2244-astoria-jesus-maria-lima-lima-arteco,https://e.nexoinmobiliario.pe/customers/arteco/2244-astoria/departamentos-jesus-maria-66e21c24c8656_xm.jpg,Jesus Maria,150113
INVENT,https://e.nexoinmobiliario.pe/customers/invent/logo-268-20231027061805.jpg,Invent Cuba,En Construcción,352299,Av. Cuba 1142,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2251-invent-cuba-jesus-maria-lima-lima-invent,https://e.nexoinmobiliario.pe/customers/invent/2251-invent-cuba/departamentos-jesus-maria-67096b9e8acd7_xm.jpg,Jesus Maria,150113
GRUPO SOL,https://e.nexoinmobiliario.pe/customers/gadal-inversiones-sac/logo-250-20231027061804.jpg,URBAN 642,Entrega Inmediata,349000,av. de la policía 640,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2292-urban-642-jesus-maria-lima-lima-grupo-sol,https://e.nexoinmobiliario.pe/customers/gadal-inversiones-sac/2292-urban-642/departamentos-jesus-maria-653fcd850cd88_xm.jpg,Jesus Maria,150113
CASAIDEAL INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/casaideal-s-a-c/logo-53-20231027061759.jpg,STAY,Entrega Inmediata,487000,"Av. San Felipe 537-539, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2299-stay-jesus-maria-lima-lima-casaideal-inmobiliaria,https://e.nexoinmobiliario.pe/customers/casaideal-s-a-c/2299-stay/departamentos-jesus-maria-6751de904a883_xm.jpg,Jesus Maria,150113
PALACE,https://e.nexoinmobiliario.pe/customers/palace-properties-peru/logo-135-20231027061801.jpg,Garden Tower,Entrega Inmediata,332105,Avenida Jose Maria Plaza 425,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2300-garden-tower-jesus-maria-lima-lima-palace,https://e.nexoinmobiliario.pe/customers/palace-properties-peru/2300-garden-tower/departamentos-jesus-maria-670803aa840b5_xm.jpg,Jesus Maria,150113
VIENNA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/vienna-constructores-sa/logo-209-20231027061803.jpg,Edificio Privia,Entrega Inmediata,428900,Av. Arenales 680,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2345-edificio-privia-jesus-maria-lima-lima-vienna-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/vienna-constructores-sa/2345-edificio-privia/departamentos-jesus-maria-665110b682c18_xm.jpg,Jesus Maria,150113
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Edificio Mariategui,Entrega Inmediata,620600,AVENIDA MARIATEGUI Nº 1408,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2360-edificio-mariategui-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/2360-edificio-mariategui/departamentos-jesus-maria-61a6a31917de5_xm.jpg,Jesus Maria,150113
BINDA Y ASOCIADOS,https://e.nexoinmobiliario.pe/customers/binda-y-asociados/logo-12-20231027061757.jpg,Armonie - Cuba 638,En Construcción,453700,Av. Cuba 638,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2454-armonie-cuba-638-jesus-maria-lima-lima-binda-y-asociados,https://e.nexoinmobiliario.pe/customers/binda-y-asociados/2454-armonie-cuba-638/departamentos-jesus-maria-6230b32c415c7_xm.jpg,Jesus Maria,150113
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,MALVA,Entrega Inmediata,426101,Av. Brasil 1775,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2502-malva-jesus-maria-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2502-malva/departamentos-jesus-maria-66f7030566144_xm.jpg,Jesus Maria,150113
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,FLAMINGO,En Construcción,389023,Av. Brasil 737.,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2507-flamingo-jesus-maria-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2507-flamingo/departamentos-jesus-maria-627c0a217e7f2_xm.jpg,Jesus Maria,150113
NOVOARTE SOLUCIONES,https://e.nexoinmobiliario.pe/customers/novoarte-soluciones-sac/logo-253-20231027061804.jpg,Miller 1050,Entrega Inmediata,550526,Jirón Mariscal Miller 1050,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2556-miller-1050-jesus-maria-lima-lima-novoarte-soluciones,https://e.nexoinmobiliario.pe/customers/novoarte-soluciones-sac/2556-miller-1050/departamentos-jesus-maria-66ba349294f44_xm.jpg,Jesus Maria,150113
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,NOSSA,Entrega Inmediata,479770,Avenida Brasil 657,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2560-nossa-jesus-maria-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2560-nossa/departamentos-jesus-maria-629e24d1affbc_xm.jpg,Jesus Maria,150113
INVENT,https://e.nexoinmobiliario.pe/customers/invent/logo-268-20231027061805.jpg,LEGADO,En Planos,305800,"Jesús María, Av San Felipe 785 -787",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2596-legado-jesus-maria-lima-lima-invent,https://e.nexoinmobiliario.pe/customers/invent/2596-legado/departamentos-jesus-maria-67096ca64c418_xm.jpg,Jesus Maria,150113
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,La Foret - San Felipe,En Construcción,425965,Av. San Felipe 758,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2627-la-foret-san-felipe-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/2627-la-foret-san-felipe/departamentos-jesus-maria-63bc39f6e77ed_xm.jpg,Jesus Maria,150113
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | View411,Entrega Inmediata,492700,"AV. FAUSTINO SÁNCHEZ CARRIÓN 411, JESÚS MARÍA",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2658-albamar-view411-jesus-maria-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/2658-albamar-view411/departamentos-jesus-maria-673e1812d2292_xm.jpg,Jesus Maria,150113
MS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ms-constructores/logo-81-20231027061800.jpg,ARNALDO LIVING,En Construcción,279000,Av. Arnaldo Marquez N°1964,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2743-arnaldo-living-jesus-maria-lima-lima-ms-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ms-constructores/2743-arnaldo-living/departamentos-jesus-maria-66d77f3a9b80b_xm.jpg,Jesus Maria,150113
CIUDARIS,https://e.nexoinmobiliario.pe/customers/ciudaris/logo-20-20231027061758.jpg,CIUDARIS I QUARZO,En Construcción,370000,Av. Cuba 538,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2747-ciudaris-i-quarzo-jesus-maria-lima-lima-ciudaris,https://e.nexoinmobiliario.pe/customers/ciudaris/2747-ciudaris-i-quarzo/departamentos-jesus-maria-670939bbcf54a_xm.jpg,Jesus Maria,150113
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,SAN FELIPE 1190,En Construcción,367000,av. san felipe 1190,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2764-san-felipe-1190-jesus-maria-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2764-san-felipe-1190/departamentos-jesus-maria-66c4d4b87e0cf_xm.jpg,Jesus Maria,150113
INVERPLUS,https://e.nexoinmobiliario.pe/customers/inverplus/logo-273-20231027061805.jpg,Condominio Portofino Casa Club,En Construcción,403000,Calle Daniel Olaechea 134,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2787-condominio-portofino-casa-club-jesus-maria-lima-lima-inverplus,https://e.nexoinmobiliario.pe/customers/inverplus/2787-condominio-portofino-casa-club/departamentos-jesus-maria-66fac7e747824_xm.jpg,Jesus Maria,150113
BARQUEROS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/grupo-inmobiliario-barqueros/logo-207-20231027061803.jpg,Residencial Brío,En Construcción,416997,Tizon y Bueno 765,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2788-residencial-brio-jesus-maria-lima-lima-barqueros-inmobiliaria,https://e.nexoinmobiliario.pe/customers/grupo-inmobiliario-barqueros/2788-residencial-brio/departamentos-jesus-maria-64fa14f98857b_xm.jpg,Jesus Maria,150113
SAN CHARBEL EDIFICACIONES,https://e.nexoinmobiliario.pe/customers/san-charbel/logo-29-20240627102727.jpg,Botanika,En Construcción,232140,Av. Garzón 2160,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2841-botanika-jesus-maria-lima-lima-san-charbel-edificaciones,https://e.nexoinmobiliario.pe/customers/san-charbel/2841-botanika/departamentos-jesus-maria-6408f26ac1bec_xm.jpg,Jesus Maria,150113
VIVE PLM,https://e.nexoinmobiliario.pe/customers/vive-plm/logo-483-20230227163325.jpeg,San Felipe Towers,Entrega Inmediata,428400,Av. San Felipe 720 esquina Jr. Huascar,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2846-san-felipe-towers-jesus-maria-lima-lima-vive-plm,https://e.nexoinmobiliario.pe/customers/vive-plm/2846-san-felipe-towers/departamentos-jesus-maria-640227fbb5efc_xm.jpg,Jesus Maria,150113
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Astromelia,En Construcción,437082,Av. Salaverry 1880 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2852-astromelia-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/2852-astromelia/departamentos-jesus-maria-64020c2ddc85c_xm.jpg,Jesus Maria,150113
ODIMA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/odima-srl/logo-374-20231027061809.jpg,KAIZEN,En Construcción,419000,Av. Cayetano Heredia 757 - Jesús María,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2887-kaizen-jesus-maria-lima-lima-odima-inmobiliaria,https://e.nexoinmobiliario.pe/customers/odima-srl/2887-kaizen/departamentos-jesus-maria-649b02661f26a_xm.jpg,Jesus Maria,150113
FLAT,https://e.nexoinmobiliario.pe/customers/flat-inmobiliaria/logo-18-20231027061757.jpg,CAMPO MARTE,En Construcción,275000,Jr. Mogaburos 216 Esquina con Arnaldo Marquez,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2893-campo-marte-jesus-maria-lima-lima-flat,https://e.nexoinmobiliario.pe/customers/flat-inmobiliaria/2893-campo-marte/departamentos-jesus-maria-669c219f98eb9_xm.jpg,Jesus Maria,150113
LIMA METRO CUADRADO,https://e.nexoinmobiliario.pe/customers/lima-moderna-inmobiliaria-s-a-c/logo-492-20240705151101.jpeg,More +,En Construcción,286957,Av. Gral. Eugenio Garzón 2022,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2930-more-jesus-maria-lima-lima-lima-metro-cuadrado,https://e.nexoinmobiliario.pe/customers/lima-moderna-inmobiliaria-s-a-c/2930-more/departamentos-jesus-maria-66e9e7e44e968_xm.jpg,Jesus Maria,150113
MADRID INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/logo-61-20240628103015.jpg,Park Side,En Construcción,435000,Jr. Río de Janeiro 400,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2961-park-side-jesus-maria-lima-lima-madrid-inmobiliaria,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/2961-madrid-park-side/departamentos-jesus-maria-649c4bc951065_xm.jpg,Jesus Maria,150113
BECA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/beca-inversiones-y-proyectos-s-a-c/logo-480-20231027061813.jpg,Eighth Avenue,En Construcción,401600,Calle Estados Unidos 831,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2962-eighth-avenue-jesus-maria-lima-lima-beca-inmobiliaria,https://e.nexoinmobiliario.pe/customers/beca-inversiones-y-proyectos-s-a-c/2962-eighth-avenue/departamentos-jesus-maria-651d89e61f236_xm.jpg,Jesus Maria,150113
MAHPSA  CORPORACION INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/mahpsa-corporacion-inmobiliaria-sac/logo-496-20231027061815.jpg,Eugenio Garzón,Entrega Inmediata,542525,Av. Gral. Eugenio Garzón 1535,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2963-eugenio-garzon-jesus-maria-lima-lima-mahpsa--corporacion-inmobiliaria,https://e.nexoinmobiliario.pe/customers/mahpsa-corporacion-inmobiliaria-sac/2963-eugenio-garzon/departamentos-jesus-maria-6491eb2a4c384_xm.jpg,Jesus Maria,150113
INFINITY GROUP,https://e.nexoinmobiliario.pe/customers/infinity-group/logo-497-20231027061815.jpg,Vía Excluzzivo,En Construcción,535000,Calle estados unidos 845,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2982-via-excluzzivo-jesus-maria-lima-lima-infinity-group,https://e.nexoinmobiliario.pe/customers/infinity-group/2982-via-excluzzivo/departamentos-jesus-maria-649ca4fe60c56_xm.jpg,Jesus Maria,150113
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Tizón y Bueno,En Construcción,377778,Tizon Y Bueno 160,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3002-tizon-y-bueno-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3002-tizon-y-bueno/departamentos-jesus-maria-675c7a352eff0_xm.jpg,Jesus Maria,150113
CIUDARIS,https://e.nexoinmobiliario.pe/customers/ciudaris/logo-20-20231027061758.jpg,CIUDARIS I ÁMATI,En Construcción,415000,Jr. Inca Ripac 326,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3005-ciudaris-i-amati-jesus-maria-lima-lima-ciudaris,https://e.nexoinmobiliario.pe/customers/ciudaris/3005-ciudaris-i-amati/departamentos-jesus-maria-67093acd32f17_xm.jpg,Jesus Maria,150113
VITTORIA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/grupo-victoria/logo-500-20240815120014.png,MAYTACAPAC1276,Entrega Inmediata,599000,Jr. Mayta Capac 1276,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3020-maytacapac1276-jesus-maria-lima-lima-vittoria-inmobiliaria,https://e.nexoinmobiliario.pe/customers/grupo-victoria/3020-maytacapac1276/departamentos-jesus-maria-66e327c9111c8_xm.jpg,Jesus Maria,150113
MUNDO VERDE,https://e.nexoinmobiliario.pe/customers/inmobiliaria-mundo-verde/logo-156-20231027061802.jpg,EDIFICIO GARIBALDI,En Construcción,516800,Jr. Huáscar 2117,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3056-edificio-garibaldi-jesus-maria-lima-lima-mundo-verde,https://e.nexoinmobiliario.pe/customers/inmobiliaria-mundo-verde/3056-edificio-garibaldi/departamentos-jesus-maria-64dfdb0a9feef_xm.jpg,Jesus Maria,150113
ACTUAL,https://e.nexoinmobiliario.pe/customers/actual-inmobiliaria/logo-86-20231027061800.jpg,San Felipe,En Construcción,343250,"Av San Felipe N°890 Esq. con Jr. Luis Sanchez Cerro, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3060-san-felipe-jesus-maria-lima-lima-actual,https://e.nexoinmobiliario.pe/customers/actual-inmobiliaria/3060-san-felipe/departamentos-jesus-maria-66a17fbae037a_xm.jpg,Jesus Maria,150113
VIVANS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/vivans-inmobiliaria/logo-516-20231027061818.jpg,Propio,Entrega Inmediata,537500,"Jr. Camilo Carrillo 214 esquina con Mariscal Miller, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3115-propio-jesus-maria-lima-lima-vivans-inmobiliaria,https://e.nexoinmobiliario.pe/customers/vivans-inmobiliaria/3115-propio/departamentos-jesus-maria-65a83a9f75984_xm.jpg,Jesus Maria,150113
DITRENZZO,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/logo-306-20240527102650.png,LUCE,En Construcción,530000,Jirón Huáscar 2170,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3181-luce-jesus-maria-lima-lima-ditrenzzo,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/3181-luce/departamentos-jesus-maria-670049791c8ae_xm.jpg,Jesus Maria,150113
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Edificio Urbanzen,En Construcción,366667,Jr. Estados Unidos 405 - Jesús María,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3207-edificio-urbanzen-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3207-edificio-urbanzen/departamentos-jesus-maria-675c7683dd49f_xm.jpg,Jesus Maria,150113
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Girasol,En Construcción,292976,"Av. Mello Franco 341, Jesús María 15072",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3208-girasol-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3208-girasol/departamentos-jesus-maria-65e1ecafd53ce_xm.jpg,Jesus Maria,150113
INFINITY GROUP,https://e.nexoinmobiliario.pe/customers/infinity-group/logo-497-20231027061815.jpg,La Rosa Park,En Planos,395000,Quiñones 102,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3238-la-rosa-park-jesus-maria-lima-lima-infinity-group,https://e.nexoinmobiliario.pe/customers/infinity-group/3238-la-rosa-park/departamentos-jesus-maria-6646547f2eb35_xm.jpg,Jesus Maria,150113
GRANADERO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/granadero-inmobilaria/logo-182-20231027061802.jpg,New One,En Construcción,324956,"Av 6 de agosto 409, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3242-new-one-jesus-maria-lima-lima-granadero-inmobiliaria,https://e.nexoinmobiliario.pe/customers/granadero-inmobilaria/3242-new-one/departamentos-san-miguel-65ba5f3cab54c_xm.jpg,Jesus Maria,150113
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20231027061800.jpg,Camelia,En Construcción,258300,Av. 28 de julio 340,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3253-camelia-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/3253-camelia/departamentos-jesus-maria-675c95a32ce50_xm.jpg,Jesus Maria,150113
STELLA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/logo-398-20231027061810.jpg,RESIDENCIAL ORION,En Planos,282510,Jiron Lloque Yupanqui 1240,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3282-residencial-orion-jesus-maria-lima-lima-stella-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/3282-residencial-orion/departamentos-jesus-maria-65f0b676da698_xm.jpg,Jesus Maria,150113
DITRENZZO,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/logo-306-20240527102650.png,EPIK,En Construcción,350538,Av. Garibaldi 217,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3294-epik-jesus-maria-lima-lima-ditrenzzo,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/3294-epik/departamentos-jesus-maria-670049344a2f6_xm.jpg,Jesus Maria,150113
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | Paseo Paz,En Planos,369100,"Av Cuba 500, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3296-albamar-paseo-paz-jesus-maria-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/3296-albamar-paseo-paz/departamentos-jesus-maria-672e46a899f36_xm.jpg,Jesus Maria,150113
ARTECO,https://e.nexoinmobiliario.pe/customers/arteco/logo-21-20231027061758.jpg,DuMont,En Planos,367000,Av. República de Chile 675,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3312-dumont-jesus-maria-lima-lima-arteco,https://e.nexoinmobiliario.pe/customers/arteco/3312-dumont/departamentos-jesus-maria-66eb006f09138_xm.jpg,Jesus Maria,150113
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Edificio Fenix,En Planos,347730,"Av. Mello Franco 365, Jesus Maria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3324-edificio-fenix-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3324-edificio-fenix/departamentos-jesus-maria-675c73ea4d98c_xm.jpg,Jesus Maria,150113
