inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,BALBOA,Entrega Inmediata,331149,"P.º de la Republica 6715, Santiago de Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2378-balboa-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2378-balboa/departamentos-santiago-de-surco-66c8b86f33a0c_xm.jpg,Santiago De Surco,150140
VITAIN,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-lopez-s-a-c/logo-117-20231027061800.jpg,Edificio InTower,Entrega Inmediata,441144,Jiron Morro Solar 133,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2379-edificio-intower-santiago-de-surco-lima-lima-vitain,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-lopez-s-a-c/2379-edificio-intower/departamentos-santiago-de-surco-654bfa68d4df9_xm.jpg,Santiago De Surco,150140
AKAMAI,https://e.nexoinmobiliario.pe/customers/akamai/logo-388-20231027061810.jpg,BONGO CONDOMINIO,En Planos,290030,"Jr. Parque Alto 542, Santiago de Surco 15049",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2387-bongo-condominio-santiago-de-surco-lima-lima-akamai,https://e.nexoinmobiliario.pe/customers/akamai/2387-bongo-condominio/departamentos-santiago-de-surco-673bad54a6b85_xm.jpg,Santiago De Surco,150140
FCM CONSTRUCCIONES,https://e.nexoinmobiliario.pe/customers/fcm-construcciones/logo-383-20231027061809.jpg,Malaga 101,Entrega Inmediata,671580,Jirón Málaga 101,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2396-malaga-101-santiago-de-surco-lima-lima-fcm-construcciones,https://e.nexoinmobiliario.pe/customers/fcm-construcciones/2396-malaga-101/departamentos-santiago-de-surco-61facb41f2501_xm.jpg,Santiago De Surco,150140
ANDIAMO,https://e.nexoinmobiliario.pe/customers/andiamo-investments/logo-293-20231027061806.jpg,Edificio Kiyomi,Entrega Inmediata,708517,"Jr Bartolomé Herrera 414, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2432-edificio-kiyomi-santiago-de-surco-lima-lima-andiamo,https://e.nexoinmobiliario.pe/customers/andiamo-investments/2432-edificio-kiyomi/departamentos-santiago-de-surco-670009a4b4ebd_xm.jpg,Santiago De Surco,150140
COSAPI,https://e.nexoinmobiliario.pe/customers/velia/logo-49-20231027061759.jpg,ATIVA FASE 1,En Construcción,389967,"El Derby 160, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2436-ativa-fase-1-santiago-de-surco-lima-lima-cosapi,https://e.nexoinmobiliario.pe/customers/velia/2436-ativa/departamentos-santiago-de-surco-66710e3f4b3ed_xm.jpg,Santiago De Surco,150140
VERDANT INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/verdant-inmobiliaria/logo-202-20241211103008.jpg,Seed Growing Home,Entrega Inmediata,472000,Jr. República de Líbano 173,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2451-seed-growing-home-santiago-de-surco-lima-lima-verdant-inmobiliaria,https://e.nexoinmobiliario.pe/customers/inversiones-la-gloria-sac/2451-seed-growing-home/departamentos-santiago-de-surco-673e65d468b99_xm.jpg,Santiago De Surco,150140
CISSAC,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/logo-19-20231027061758.jpg,CasaParq  Monterrico II,En Construcción,655000,Cruce de Cristobal de Peralta norte esquina con Jerónimo de Aliaga norte Chacarilla,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2475-casaparq-monterrico-ii-santiago-de-surco-lima-lima-cissac,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/2475-casaparq-monterrico-ii/departamentos-santiago-de-surco-6706c769c0634_xm.jpg,Santiago De Surco,150140
GRATIA CONSTRUCTORA,https://e.nexoinmobiliario.pe/customers/gratia-constructora-sac/logo-279-20231027061806.jpg,HOMELIKE II,Entrega Inmediata,860000,Jr. Zamora 262 - 264,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2516-homelike-ii-santiago-de-surco-lima-lima-gratia-constructora,https://e.nexoinmobiliario.pe/customers/gratia-constructora-sac/2516-homelike-ii/departamentos-santiago-de-surco-63601353a5fd7_xm.jpg,Santiago De Surco,150140
CP BUILDING,https://e.nexoinmobiliario.pe/customers/cp-building-sac/logo-459-20231027061812.jpg,San Tadeo 265,Entrega Inmediata,802165,"San Tadeo 265, la aurora surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2636-san-tadeo-265-santiago-de-surco-lima-lima-cp-building,https://e.nexoinmobiliario.pe/customers/cp-building-sac/2636-san-tadeo-265/departamentos-santiago-de-surco-672a83a86a888_xm.jpg,Santiago De Surco,150140
MADRID INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/logo-61-20240628103015.jpg,Balance,Entrega Inmediata,796000,Jr. Fortaleza de Paramonga 160,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2646-balance-santiago-de-surco-lima-lima-madrid-inmobiliaria,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/2646-madrid-balance/departamentos-santiago-de-surco-6668660f9fd83_xm.jpg,Santiago De Surco,150140
ODIMA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/odima-srl/logo-374-20231027061809.jpg,HANA - Chacarilla,En Construcción,720000,Jr. Conde de la vega del Ren 149,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2663-hana-chacarilla-santiago-de-surco-lima-lima-odima-inmobiliaria,https://e.nexoinmobiliario.pe/customers/odima-srl/2663-hana-chacarilla/departamentos-santiago-de-surco-663ea28d34d73_xm.jpg,Santiago De Surco,150140
TRIBECA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tribeca-inmobiliaria/logo-469-20240117125307.png,HIGH LINE,En Construcción,382833,Av. Caminos del Inca 508 esquina con Jr. Cañón del Pato,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2706-high-line-santiago-de-surco-lima-lima-tribeca-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tribeca-inmobiliaria/2706-high-line/departamentos-santiago-de-surco-66d5f7dda7ad6_xm.jpg,Santiago De Surco,150140
TALE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/logo-322-20231027061807.jpg,MARISCAL CASTILLA,En Construcción,407000,"Av. Mariscal Castilla 334 – 338, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2722-mariscal-castilla-santiago-de-surco-lima-lima-tale-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/2722-mariscal-castilla/departamentos-santiago-de-surco-6564d9b2d3b57_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Monte Real 217,Entrega Inmediata,1022294,Jr. Monte Real 217,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2728-monte-real-217-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2728-monte-real-217/departamentos-santiago-de-surco-63474b371e749_xm.jpg,Santiago De Surco,150140
XYZ INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/xyz-inmobiliaria/logo-305-20231027061807.jpg,Tomasal 1074,En Construcción,772541,jirón Tomasal 1074 - Santiago de Surco,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2773-tomasal-1074-santiago-de-surco-lima-lima-xyz-inmobiliaria,https://e.nexoinmobiliario.pe/customers/xyz-inmobiliaria/2773-tomasal-1074/departamentos-santiago-de-surco-6386bce93ad0e_xm.jpg,Santiago De Surco,150140
INHOUSE,https://e.nexoinmobiliario.pe/customers/inhouse/logo-244-20231027061804.jpg,Galicia,Entrega Inmediata,1125748,C. La Joya 195,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2783-galicia-santiago-de-surco-lima-lima-inhouse,https://e.nexoinmobiliario.pe/customers/inhouse/2783-galicia/departamentos-santiago-de-surco-63a0a0742f928_xm.jpg,Santiago De Surco,150140
ECO HOUSE,https://e.nexoinmobiliario.pe/customers/ecohome/logo-570-20241114125927.jpg,Wiese 1281,Entrega Inmediata,385000,Jirón Augusto Wiese 1281,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2784-wiese-1281-santiago-de-surco-lima-lima-eco-house,https://e.nexoinmobiliario.pe/customers/my-home-organizacion-inmobiliaria-sac/2784-wiese-1281/departamentos-santiago-de-surco-667060c118181_xm.jpg,Santiago De Surco,150140
IFI INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ifi-jetza/logo-409-20231027061810.jpg,ZANTE,En Construcción,351000,"Av. Paseo la Castellana 243, surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2794-zante-santiago-de-surco-lima-lima-ifi-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ifi-jetza/2794-zante/departamentos-santiago-de-surco-66993ba53b50a_xm.jpg,Santiago De Surco,150140
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,DERBY 182,En Planos,408000,Derby 182,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2800-derby-182-santiago-de-surco-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2800-derby-182/departamentos-santiago-de-surco-66c4d4ef8abf2_xm.jpg,Santiago De Surco,150140
DOMUN INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/domun-inmobiliaria-sac/logo-555-20240822163508.png,Vert 2,Entrega Inmediata,1145417,Av. Higuereta 366,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2810-vert-2-santiago-de-surco-lima-lima-domun-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2810-vert-2/departamentos-santiago-de-surco-63e2bce4f0b28_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Braganza,En Construcción,720083,Cl. Bárbara de Braganza N° 124,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2811-braganza-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2811-braganza/departamentos-santiago-de-surco-67649668ef01b_xm.jpg,Santiago De Surco,150140
CONFORTA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/desarrolla-consultora-inmobiliaria-sac/logo-372-20231027061809.jpg,AMARA,En Construcción,462061,JIRON LAS GARDENIAS N° 152 - 156 - URB. VALLE HERMOSO DE MONTERRICO RESIDENCIAL                                               ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2876-amara-santiago-de-surco-lima-lima-conforta-inmobiliaria,https://e.nexoinmobiliario.pe/customers/desarrolla-consultora-inmobiliaria-sac/2876-amara/departamentos-santiago-de-surco-6408a486c1c4f_xm.jpg,Santiago De Surco,150140
CONSTRUCTORA FRAMAN,https://e.nexoinmobiliario.pe/customers/constructora-framan/logo-489-20231027061814.jpg,Batallón Ayacucho,Entrega Inmediata,600691,av. caminos del inca 1396,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2881-batallon-ayacucho-santiago-de-surco-lima-lima-constructora-framan,https://e.nexoinmobiliario.pe/customers/constructora-framan/2881-batallon-ayacucho/departamentos-santiago-de-surco-6408d4c370d09_xm.jpg,Santiago De Surco,150140
VENTI GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/venti-grupo-inmobiliario/logo-188-20231027061803.jpg,Pedro Venturo 662,En Construcción,630539,"Pedro Venturo 662, Urbanización Higuereta, Santiago de Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2906-pedro-venturo-662-santiago-de-surco-lima-lima-venti-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/venti-grupo-inmobiliario/2906-pedro-venturo-662/departamentos-santiago-de-surco-6626bd3456f49_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Blé,Entrega Inmediata,828282, Av. Velasco Astete 1752,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2924-ble-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2924-ble/departamentos-santiago-de-surco-672e2f2eb5be3_xm.jpg,Santiago De Surco,150140
DOMUN INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/domun-inmobiliaria-sac/logo-555-20240822163508.png,Parque Gardenias,Entrega Inmediata,865592, Jr. Los Alguaciles 252 - 258,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2926-parque-gardenias-santiago-de-surco-lima-lima-domun-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2926-parque-gardenias/departamentos-santiago-de-surco-6440771c3bfec_xm.jpg,Santiago De Surco,150140
GRUPO EDIFIKARTE,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/logo-235-20231027061804.jpg,BATALLON TARMA 684,En Construcción,1072000,jiron batallon tarma 684,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2929-batallon-tarma-684-santiago-de-surco-lima-lima-grupo-edifikarte,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/2929-batallon-tarma-684/departamentos-santiago-de-surco-64483dfdba9b8_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,HQ7,En Construcción,735007,Cl. Hermanos Quintero 190,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2935-hq7-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2935-hq7/departamentos-santiago-de-surco-672e65fe5d5d0_xm.jpg,Santiago De Surco,150140
GRUPO EDIFIKARTE,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/logo-235-20231027061804.jpg,CONDE DE LA VEGA 251,En Construcción,662000,conde de la vega 251,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2941-conde-de-la-vega-251-santiago-de-surco-lima-lima-grupo-edifikarte,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/2941-conde-de-la-vega-251/departamentos-santiago-de-surco-6462983d5fa15_xm.jpg,Santiago De Surco,150140
GRUPO DICON,https://e.nexoinmobiliario.pe/customers/grupo-dicon/logo-494-20231027061815.jpg,ALDABAS DE LAS GARDENIAS EDIFICIO RESIDENCIAL 116,En Construcción,709285,Calle Aldabas 116 Esquina con Jr Batallón Callao Sur,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2945-aldabas-de-las-gardenias-edificio-residencial-116-santiago-de-surco-lima-lima-grupo-dicon,https://e.nexoinmobiliario.pe/customers/grupo-dicon/2945-aldabas-de-las-gardenias-edificio-residencial-166/departamentos-santiago-de-surco-646bc2ca2ed4e_xm.jpg,Santiago De Surco,150140
CP BUILDING,https://e.nexoinmobiliario.pe/customers/cp-building-sac/logo-459-20231027061812.jpg,GUADALAJARA 277,En Construcción,679042,Guadalajara 277,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2978-guadalajara-277-santiago-de-surco-lima-lima-cp-building,https://e.nexoinmobiliario.pe/customers/cp-building-sac/2978-guadalajara-277/departamentos-santiago-de-surco-672a83d0ab3be_xm.jpg,Santiago De Surco,150140
B&E INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/b-e-inmobiliaria-sac/logo-239-20231027061804.jpg,Residencial Kallpa,Entrega Inmediata,1026025,Jirón Chimú Cápac N° 435,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2992-residencial-kallpa-santiago-de-surco-lima-lima-b-e-inmobiliaria,https://e.nexoinmobiliario.pe/customers/b-e-inmobiliaria-sac/2992-residencial-kallpa/departamentos-santiago-de-surco-656a112630132_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Castellana 173,En Construcción,371235,Av. La Castellana 173,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3024-castellana-173-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3024-castellana-173/departamentos-santiago-de-surco-66eb332bd1030_xm.jpg,Santiago De Surco,150140
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20240205185740.png,LOOK&FEEL - Etapa 2,En Planos,354322,Calle Aldebaran 178,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3030-look-feel-etapa-2-santiago-de-surco-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/3030-look-feel-etapa-2/departamentos-santiago-de-surco-64de2add29214_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,La Castellana 855,En Construcción,593229, Av. Paseo La Castellana N° 855,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3058-la-castellana-855-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3058-la-castellana-855/departamentos-santiago-de-surco-67649700029b4_xm.jpg,Santiago De Surco,150140
LA VENTUROSA,https://e.nexoinmobiliario.pe/customers/la-venturosa-sa/logo-13-20231027061757.jpg,Condominio Villalegre,En Construcción,283288,Esquina Jiron Dextre con Calle Daniel Mendoza (A 1 cuadra del Parque Villa Alegre),https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3203-condominio-villalegre-santiago-de-surco-lima-lima-la-venturosa,https://e.nexoinmobiliario.pe/customers/la-venturosa-sa/3203-condominio-villalegre/departamentos-santiago-de-surco-6643e7ae31c29_xm.jpg,Santiago De Surco,150140
INMOBILIARIA AYD,https://e.nexoinmobiliario.pe/customers/inmobiliaria-arquitectura-y-diseno/logo-352-20210622090007.png,Bartolomé Herrera 266,En Construcción,715606,Jiron bartolome herrera 266,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3204-bartolome-herrera-266-santiago-de-surco-lima-lima-inmobiliaria-ayd,https://e.nexoinmobiliario.pe/customers/inmobiliaria-arquitectura-y-diseno/3204-bartolome-herrera-266/departamentos-santiago-de-surco-66ba2104d4bde_xm.jpg,Santiago De Surco,150140
COSAPI,https://e.nexoinmobiliario.pe/customers/velia/logo-49-20231027061759.jpg,ATIVA FASE 2,En Construcción,528272,"El Derby 160, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3222-ativa-fase-2-santiago-de-surco-lima-lima-cosapi,https://e.nexoinmobiliario.pe/customers/velia/3222-ativa-fase-2/departamentos-santiago-de-surco-6671101724c39_xm.jpg,Santiago De Surco,150140
ARQUIMIA,https://e.nexoinmobiliario.pe/customers/arquimia/logo-243-20231027061804.jpg,WOW,En Planos,486229,"Jr. Nicolás Rodrigo 250, Monterrico",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3236-wow-santiago-de-surco-lima-lima-arquimia,https://e.nexoinmobiliario.pe/customers/arquimia/3236-wow/departamentos-santiago-de-surco-65a6df7fa1f1a_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Parque El Rosal,En Planos,473837,Jr. Juan Santos Atahualpa 150,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3260-parque-el-rosal-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3260-parque-el-rosal/departamentos-santiago-de-surco-676497c2bb7c4_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Arq Park,En Construcción,596960,Jr. Matarani 170,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3268-arq-park-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3268-arq-park/departamentos-santiago-de-surco-67015f2aba2b0_xm.jpg,Santiago De Surco,150140
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,Irigoyen 128,En Construcción,449200,Pedro Irigoyen 128,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3281-irigoyen-128-santiago-de-surco-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/3281-irgoyen-128/departamentos-santiago-de-surco-65e5dc12b4626_xm.jpg,Santiago De Surco,150140
GRUPO CHACARILLA SUR,https://e.nexoinmobiliario.pe/customers/grupo-chacarilla-sur/logo-478-20240207131648.jpg,LA JOYA 132,En Planos,578305,"Calle La Joya 132, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3295-la-joya-132-santiago-de-surco-lima-lima-grupo-chacarilla-sur,https://e.nexoinmobiliario.pe/customers/grupo-chacarilla-sur/3295-la-joya-132/departamentos-santiago-de-surco-65ef8876e5c9e_xm.jpg,Santiago De Surco,150140
REDBAY INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/redbay-inmobiliaria/logo-470-20231027061813.jpg,BESIDE,En Planos,264900,"Av. El Polo 828, Santiago de Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3330-beside-santiago-de-surco-lima-lima-redbay-inmobiliaria,https://e.nexoinmobiliario.pe/customers/redbay-inmobiliaria/3330-beside/departamentos-santiago-de-surco-672cd37920574_xm.jpg,Santiago De Surco,150140
VIBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/vibra-inmobiliaria/logo-540-20240416124320.png,Floresta 343,En Construcción,548095,Av. De la Floresta 343,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3333-floresta-343-santiago-de-surco-lima-lima-vibra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/vibra-inmobiliaria/3333-floresta-343/departamentos-santiago-de-surco-661ebbf1b294d_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Bristol,En Planos,615615,Jr. Matarani N° 108,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3354-bristol-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3354-bristol/departamentos-santiago-de-surco-6764969c574de_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Samoa,En Planos,540995, Jr. Batalla de San Juan N° 780,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3357-samoa-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3357-samoa/departamentos-santiago-de-surco-67016bfe16956_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Central Home Chacarilla,En Planos,328328,Cl. Monterrey 319,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3358-central-home-chacarilla-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3358-central-home-chacarilla/departamentos-santiago-de-surco-676496cb67b9b_xm.jpg,Santiago De Surco,150140
GRUPO DICON,https://e.nexoinmobiliario.pe/customers/grupo-dicon/logo-494-20231027061815.jpg,RESIDENCIAL TRAZO,En Construcción,754095,JR BATALLÓN CALLAO SUR 502,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3368-residencial-trazo-santiago-de-surco-lima-lima-grupo-dicon,https://e.nexoinmobiliario.pe/customers/grupo-dicon/3368-residencial-trazo/departamentos-santiago-de-surco-66635b1b43c4d_xm.jpg,Santiago De Surco,150140
GRUPO DICON,https://e.nexoinmobiliario.pe/customers/grupo-dicon/logo-494-20231027061815.jpg,RESIDENCIAL ASTETE 2608,En Construcción,770657,AV ALEJANDRO VELASCO ASTETE 2608 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3369-residencial-astete-2608-santiago-de-surco-lima-lima-grupo-dicon,https://e.nexoinmobiliario.pe/customers/grupo-dicon/3369-residencial-astete-2608/departamentos-santiago-de-surco-6686d075bd8f9_xm.jpg,Santiago De Surco,150140
CENTRAL INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliaria-central-s-a-c/logo-545-20240709153924.jpg,FLEXI II,En Construcción,623700,Guadalajara 243,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3400-flexi-ii-santiago-de-surco-lima-lima-central-inmobiliaria,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliaria-central-s-a-c/3400-flexi-ii/departamentos-santiago-de-surco-66edb51dd9506_xm.jpg,Santiago De Surco,150140
MADRID INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/logo-61-20240628103015.jpg,Serenity,En Planos,619000,Jr. El Cascajal 206 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3405-serenity-santiago-de-surco-lima-lima-madrid-inmobiliaria,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/3405-serenity/departamentos-santiago-de-surco-668ef706a7bec_xm.jpg,Santiago De Surco,150140
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Polo Hunt,En Planos,645463,Calle Unión 194,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3408-polo-hunt-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3408-polo-hunt/departamentos-santiago-de-surco-66be86e51f23d_xm.jpg,Santiago De Surco,150140
FORTEM GESTORA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria-sac/logo-549-20240722115859.png,GLAM,En Planos,397000,"Av. Club Golf Los Incas 407, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3410-glam-santiago-de-surco-lima-lima-fortem-gestora-inmobiliaria,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria-sac/3410-glam/departamentos-santiago-de-surco-66ad11a22f7e4_xm.jpg,Santiago De Surco,150140
