fecha,medidas,tipo,dormitorios,disponible,piso,dormitorios_cont,area,modelo,divisa,precio,proyecto_link
30/06/2026,40.89 a 102.86 m2 total,Departamentos,1 a 2 dormitorios,5 unidades disponibles,Piso 1,2 dorms.,82.86 m²,Modelo 2-E,Soles,"616,752",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3452-qantua-fase-2-cercado-de-lima-lima-lima-grupo-lar
30/06/2026,40.89 a 102.86 m2 total,Departamentos,1 a 2 dormitorios,2 unidades disponibles,Piso 2,2 dorms.,60.40 m²,Modelo 2-C,Soles,"515,093",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3452-qantua-fase-2-cercado-de-lima-lima-lima-grupo-lar
30/06/2026,40.89 a 102.86 m2 total,Departamentos,1 a 2 dormitorios,3 unidades disponibles,Pisos 1 y 5,1 dorms.,41.39 m²,Modelo 1 - I,Soles,"380,145",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3452-qantua-fase-2-cercado-de-lima-lima-lima-grupo-lar
30/06/2026,40.89 a 102.86 m2 total,Departamentos,1 a 2 dormitorios,9 unidades disponibles,"Pisos 3, 4, 5",1 dorms.,40.89 m²,Modelo 1 - K,Soles,"356,658",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3452-qantua-fase-2-cercado-de-lima-lima-lima-grupo-lar
30/10/2027,38.81 a 65.61 m2 total,Departamentos,1 a 3 dormitorios,10 unidades disponibles,Pisos 6 al 20,2 dorms.,54.24 m²,Modelo CED-A-202 AL 2002,Soles,"256,796",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3453-cedro-33-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
30/10/2027,38.81 a 65.61 m2 total,Departamentos,1 a 3 dormitorios,2 unidades disponibles,Pisos 7 y 18,2 dorms.,49.86 m²,Modelo CED-A-204 AL 2004,Soles,"240,200",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3453-cedro-33-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
30/10/2027,38.81 a 65.61 m2 total,Departamentos,1 a 3 dormitorios,16 unidades disponibles,Pisos 4 al 20,2 dorms.,57.77 m²,Modelo CED-A-205 AL 2005,Soles,"273,508",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3453-cedro-33-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
30/10/2027,38.81 a 65.61 m2 total,Departamentos,1 a 3 dormitorios,18 unidades disponibles,Pisos 2 al 20,2 dorms.,57.65 m²,Modelo CED-A-206 AL 2006,Soles,"272,940",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3453-cedro-33-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
30/10/2027,38.81 a 65.61 m2 total,Departamentos,1 a 3 dormitorios,2 unidades disponibles,Pisos 19 y 20,3 dorms.,64.58 m²,Modelo CED-A-207 AL 2007,Soles,"300,386",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3453-cedro-33-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
30/10/2027,38.81 a 65.61 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 2,2 dorms.,65.50 m²,Modelo CED-A-209,Soles,"334,587",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3453-cedro-33-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
30/12/2026,32.57 a 73.32 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 19,3 dorms.,73.32 m²,Modelo 2,Soles,"478,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3466-evolution-cercado-de-lima-lima-lima-pisonay-inmobiliaria
30/12/2026,32.57 a 73.32 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 20,2 dorms.,56.44 m²,Modelo 4,Soles,"345,614",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3466-evolution-cercado-de-lima-lima-lima-pisonay-inmobiliaria
30/12/2026,32.57 a 73.32 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 22,3 dorms.,70.38 m²,Modelo 1A,Soles,"430,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3466-evolution-cercado-de-lima-lima-lima-pisonay-inmobiliaria
30/12/2026,32.57 a 73.32 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 20,2 dorms.,56.70 m²,Modelo 5A,Soles,"343,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3466-evolution-cercado-de-lima-lima-lima-pisonay-inmobiliaria
30/12/2026,32.57 a 73.32 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 17,1 dorms.,32.57 m²,Modelo 6A,Soles,"250,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3466-evolution-cercado-de-lima-lima-lima-pisonay-inmobiliaria
01/03/2027,42.20 a 86.25 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 24,1 dorms.,42.20 m²,Modelo 1b,Soles,"270,420",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3491-centrium-santa-beatriz-cercado-de-lima-lima-lima-grupo-mg
01/03/2027,42.20 a 86.25 m2 total,Departamentos,1 a 3 dormitorios,2 unidades disponibles,Pisos 25 y 26,1 dorms.,42.20 m²,Modelo 1c,Soles,"270,420",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3491-centrium-santa-beatriz-cercado-de-lima-lima-lima-grupo-mg
01/03/2027,42.20 a 86.25 m2 total,Departamentos,1 a 3 dormitorios,4 unidades disponibles,"Pisos 14, 18, 19, 22",1 dorms.,42.20 m²,Modelo 1,Soles,"270,420",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3491-centrium-santa-beatriz-cercado-de-lima-lima-lima-grupo-mg
01/03/2027,42.20 a 86.25 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 27,1 dorms.,42.20 m²,Modelo 1d,Soles,"270,420",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3491-centrium-santa-beatriz-cercado-de-lima-lima-lima-grupo-mg
01/03/2027,42.20 a 86.25 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 28,1 dorms.,42.20 m²,Modelo 1e,Soles,"266,200",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3491-centrium-santa-beatriz-cercado-de-lima-lima-lima-grupo-mg
01/03/2027,42.20 a 86.25 m2 total,Departamentos,1 a 3 dormitorios,3 unidades disponibles,"Pisos 9, 10, 12",3 dorms.,69.78 m²,Modelo 2,Soles,"422,873",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3491-centrium-santa-beatriz-cercado-de-lima-lima-lima-grupo-mg
30/05/2027,37.05 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,4 unidades disponibles,"Pisos 2, 3, 4, 5",1 dorms.,39.93 m²,Modelo TIPO 1,Soles,"325,100",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3684-albamar-bea-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/05/2027,37.05 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 1,1 dorms.,49.43 m²,Modelo TIPO 2B,Soles,"349,500",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3684-albamar-bea-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/05/2027,37.05 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,3 unidades disponibles,"Pisos 8, 13, 14",2 dorms.,54.15 m²,Modelo TIPO 2,Soles,"417,700",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3684-albamar-bea-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/05/2027,37.05 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,2 unidades disponibles,Pisos 3 y 4,2 dorms.,52.57 m²,Modelo TIPO 3,Soles,"390,400",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3684-albamar-bea-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/05/2027,37.05 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,5 unidades disponibles,"Pisos 2, 3, 4, 5, 6",2 dorms.,60.02 m²,Modelo TIPO 4,Soles,"436,300",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3684-albamar-bea-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/05/2027,37.05 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,4 unidades disponibles,"Pisos 3, 7, 10, 15",3 dorms.,66.43 m²,Modelo TIPO 5,Soles,"479,100",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3684-albamar-bea-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
29/02/2028,40.08 a 69.77 m2 total,Departamentos,1 a 3 dormitorios,7 unidades disponibles,Pisos 4 al 19,3 dorms.,68.46 m²,Modelo ROB-1-X07,Soles,"346,390",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3693-roble-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
29/02/2028,40.08 a 69.77 m2 total,Departamentos,1 a 3 dormitorios,14 unidades disponibles,Pisos 4 al 20,2 dorms.,57.12 m²,Modelo ROB-1-X03,Soles,"291,192",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3693-roble-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
29/02/2028,40.08 a 69.77 m2 total,Departamentos,1 a 3 dormitorios,17 unidades disponibles,Pisos 3 al 20,2 dorms.,54.94 m²,Modelo ROB-1-X05,Soles,"284,088",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3693-roble-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
29/02/2028,40.08 a 69.77 m2 total,Departamentos,1 a 3 dormitorios,19 unidades disponibles,Pisos 2 al 22,3 dorms.,68.01 m²,Modelo ROB-2-X01,Soles,"300,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3693-roble-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
29/02/2028,40.08 a 69.77 m2 total,Departamentos,1 a 3 dormitorios,17 unidades disponibles,Pisos 2 al 22,3 dorms.,69.77 m²,Modelo ROB-2-X03,Soles,"310,610",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3693-roble-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
29/02/2028,40.08 a 69.77 m2 total,Departamentos,1 a 3 dormitorios,21 unidades disponibles,Pisos 2 al 22,3 dorms.,66.77 m²,Modelo ROB-2-X06,Soles,"307,050",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3693-roble-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
31/12/2027,52.99 a 83.89 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 1,2 dorms.,83.89 m²,Modelo P01,Soles,"445,410",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3737-nova-colonial-cercado-de-lima-cercado-de-lima-lima-lima-tempus-inmobiliaria
31/12/2027,52.99 a 83.89 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 1,2 dorms.,63.29 m²,Modelo P02,Soles,"345,600",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3737-nova-colonial-cercado-de-lima-cercado-de-lima-lima-lima-tempus-inmobiliaria
31/12/2027,52.99 a 83.89 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 1,3 dorms.,68.19 m²,Modelo P03,Soles,"350,190",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3737-nova-colonial-cercado-de-lima-cercado-de-lima-lima-lima-tempus-inmobiliaria
31/12/2027,52.99 a 83.89 m2 total,Departamentos,2 a 3 dormitorios,22 unidades disponibles,Pisos 2 al 23,2 dorms.,58.18 m²,Modelo X03,Soles,"268,560",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3737-nova-colonial-cercado-de-lima-cercado-de-lima-lima-lima-tempus-inmobiliaria
31/12/2027,52.99 a 83.89 m2 total,Departamentos,2 a 3 dormitorios,19 unidades disponibles,Pisos 2 al 21,2 dorms.,57.04 m²,Modelo X02,Soles,"271,350",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3737-nova-colonial-cercado-de-lima-cercado-de-lima-lima-lima-tempus-inmobiliaria
31/12/2027,52.99 a 83.89 m2 total,Departamentos,2 a 3 dormitorios,17 unidades disponibles,Pisos 2 al 19,3 dorms.,66.71 m²,Modelo X01,Soles,"292,500",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3737-nova-colonial-cercado-de-lima-cercado-de-lima-lima-lima-tempus-inmobiliaria
31/03/2027,60.63 a 90.31 m2 total,Departamentos,2 a 3 dormitorios,5 unidades disponibles,"Pisos 4, 6, 7, 8, 9",2 dorms.,60.63 m²,Modelo TIPO 1,Soles,"383,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3739-bran-cercado-de-lima-lima-lima-reyna-inmobiliaria
30/11/2026,65 a 71 m2 total,Departamentos,3 dormitorios,1 unidad disponible,Piso 1,3 dorms.,71.00 m²,Modelo TORRE 7-1er Piso-TIPO 4,Soles,"325,847",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3827-alameda-central-condominio-torre-7-cercado-de-lima-lima-lima-besco
30/11/2026,65 a 71 m2 total,Departamentos,3 dormitorios,1 unidad disponible,Piso 1,3 dorms.,71.00 m²,Modelo TORRE 7-1er Piso-TIPO 5,Soles,"325,847",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3827-alameda-central-condominio-torre-7-cercado-de-lima-lima-lima-besco
30/11/2026,65 a 71 m2 total,Departamentos,3 dormitorios,1 unidad disponible,Piso 1,3 dorms.,71.00 m²,Modelo TORRE 7-1er Piso-TIPO 8,Soles,"332,212",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3827-alameda-central-condominio-torre-7-cercado-de-lima-lima-lima-besco
30/11/2026,65 a 71 m2 total,Departamentos,3 dormitorios,10 unidades disponibles,Pisos 2 al 13,3 dorms.,71.00 m²,Modelo TORRE 7-FLAT-TIPO 1,Soles,"291,340",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3827-alameda-central-condominio-torre-7-cercado-de-lima-lima-lima-besco
30/11/2026,65 a 71 m2 total,Departamentos,3 dormitorios,4 unidades disponibles,"Pisos 6, 8, 9, 21",3 dorms.,71.00 m²,Modelo TORRE 7-FLAT-TIPO 4,Soles,"272,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3827-alameda-central-condominio-torre-7-cercado-de-lima-lima-lima-besco
30/11/2026,65 a 71 m2 total,Departamentos,3 dormitorios,9 unidades disponibles,Pisos 4 al 13,3 dorms.,71.00 m²,Modelo TORRE 7-FLAT-TIPO 5,Soles,"290,130",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3827-alameda-central-condominio-torre-7-cercado-de-lima-lima-lima-besco
31/03/2027,40.03 a 105.49 m2 total,Departamentos,1 a 3 dormitorios,8 unidades disponibles,"Pisos 3, 4, 5",2 dorms.,52.65 m²,Modelo 2-P,Soles,"458,660",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3841-qantua-fase-3-cercado-de-lima-lima-lima-grupo-lar
31/03/2027,40.03 a 105.49 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 5,3 dorms.,61.01 m²,Modelo 3-Q,Soles,"541,106",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3841-qantua-fase-3-cercado-de-lima-lima-lima-grupo-lar
31/03/2027,40.03 a 105.49 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 6,1 dorms.,40.32 m²,Modelo 1-M,Soles,"349,746",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3841-qantua-fase-3-cercado-de-lima-lima-lima-grupo-lar
31/03/2027,40.03 a 105.49 m2 total,Departamentos,1 a 3 dormitorios,3 unidades disponibles,"Pisos 3, 4, 5",1 dorms.,40.29 m²,Modelo 1-O,Soles,"376,057",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3841-qantua-fase-3-cercado-de-lima-lima-lima-grupo-lar
31/03/2027,40.03 a 105.49 m2 total,Departamentos,1 a 3 dormitorios,4 unidades disponibles,"Pisos 3, 4, 5, 6",2 dorms.,53.35 m²,Modelo 2-R,Soles,"491,761",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3841-qantua-fase-3-cercado-de-lima-lima-lima-grupo-lar
31/03/2027,40.03 a 105.49 m2 total,Departamentos,1 a 3 dormitorios,3 unidades disponibles,"Pisos 3, 4, 6",1 dorms.,40.03 m²,Modelo 1-N,Soles,"373,783",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3841-qantua-fase-3-cercado-de-lima-lima-lima-grupo-lar
31/12/2027,40.03 a 94.06 m2 total,Departamentos,1 a 2 dormitorios,11 unidades disponibles,Pisos 3 al 13,2 dorms.,46.80 m²,Modelo TIPO 1,Soles,"364,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3849-los-cerezos-cercado-de-lima-lima-lima-checor-inmobiliaria
31/12/2027,40.03 a 94.06 m2 total,Departamentos,1 a 2 dormitorios,12 unidades disponibles,Pisos 3 al 14,2 dorms.,46.83 m²,Modelo TIPO 2,Soles,"361,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3849-los-cerezos-cercado-de-lima-lima-lima-checor-inmobiliaria
31/12/2027,40.03 a 94.06 m2 total,Departamentos,1 a 2 dormitorios,12 unidades disponibles,Pisos 2 al 14,2 dorms.,50.60 m²,Modelo TIPO 3,Soles,"351,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3849-los-cerezos-cercado-de-lima-lima-lima-checor-inmobiliaria
31/12/2027,40.03 a 94.06 m2 total,Departamentos,1 a 2 dormitorios,9 unidades disponibles,Pisos 2 al 10,1 dorms.,40.03 m²,Modelo TIPO 4,Soles,"279,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3849-los-cerezos-cercado-de-lima-lima-lima-checor-inmobiliaria
31/12/2027,40.03 a 94.06 m2 total,Departamentos,1 a 2 dormitorios,10 unidades disponibles,Pisos 2 al 13,1 dorms.,40.03 m²,Modelo TIPO 5,Soles,"279,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3849-los-cerezos-cercado-de-lima-lima-lima-checor-inmobiliaria
31/12/2027,40.03 a 94.06 m2 total,Departamentos,1 a 2 dormitorios,6 unidades disponibles,Pisos 2 al 7,1 dorms.,40.07 m²,Modelo TIPO 6,Soles,"325,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3849-los-cerezos-cercado-de-lima-lima-lima-checor-inmobiliaria
30/09/2026,65 a 141 m2 total,Departamentos,2 dormitorios,1 unidad disponible,Piso 1,2 dorms.,65.00 m²,Modelo TORRE 6-1er Piso-TIPO 3,Soles,"331,880",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3856-centriqo-club-condomino-ecoamigable-torre-6-cercado-de-lima-lima-lima-besco
30/09/2026,65 a 141 m2 total,Departamentos,2 dormitorios,1 unidad disponible,Piso 1,2 dorms.,65.00 m²,Modelo TORRE 6-1er Piso-TIPO 6,Soles,"342,480",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3856-centriqo-club-condomino-ecoamigable-torre-6-cercado-de-lima-lima-lima-besco
30/09/2026,65 a 141 m2 total,Departamentos,2 dormitorios,2 unidades disponibles,Pisos 4 y 7,2 dorms.,71.00 m²,Modelo TORRE 6-FLAT-TIPO 1,Soles,"346,480",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3856-centriqo-club-condomino-ecoamigable-torre-6-cercado-de-lima-lima-lima-besco
30/09/2026,65 a 141 m2 total,Departamentos,2 dormitorios,2 unidades disponibles,Pisos 3 y 5,2 dorms.,65.00 m²,Modelo TORRE 6-FLAT-TIPO 3,Soles,"321,680",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3856-centriqo-club-condomino-ecoamigable-torre-6-cercado-de-lima-lima-lima-besco
30/09/2026,65 a 141 m2 total,Departamentos,2 dormitorios,1 unidad disponible,Piso 5,2 dorms.,72.00 m²,Modelo TORRE 6-FLAT-TIPO 4,Soles,"346,880",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3856-centriqo-club-condomino-ecoamigable-torre-6-cercado-de-lima-lima-lima-besco
30/09/2026,65 a 141 m2 total,Departamentos,2 dormitorios,2 unidades disponibles,Pisos 4 y 5,2 dorms.,72.00 m²,Modelo TORRE 6-FLAT-TIPO 5,Soles,"346,380",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3856-centriqo-club-condomino-ecoamigable-torre-6-cercado-de-lima-lima-lima-besco
01/09/2027,44 a 131 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 1,2 dorms.,54.00 m²,Modelo TIPO I,Soles,"312,625",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3924-residencial-santa-susana-cercado-de-lima-lima-lima-yoplac-asociados
01/09/2027,44 a 131 m2 total,Departamentos,2 a 3 dormitorios,6 unidades disponibles,Pisos 3 al 9,3 dorms.,70.00 m²,Modelo TIPO A,Soles,"421,275",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3924-residencial-santa-susana-cercado-de-lima-lima-lima-yoplac-asociados
01/09/2027,44 a 131 m2 total,Departamentos,2 a 3 dormitorios,7 unidades disponibles,Pisos 3 al 9,3 dorms.,70.00 m²,Modelo TIPO B,Soles,"421,275",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3924-residencial-santa-susana-cercado-de-lima-lima-lima-yoplac-asociados
01/09/2027,44 a 131 m2 total,Departamentos,2 a 3 dormitorios,2 unidades disponibles,Pisos 2 y 9,2 dorms.,44.00 m²,Modelo TIPO C,Soles,"297,250",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3924-residencial-santa-susana-cercado-de-lima-lima-lima-yoplac-asociados
01/09/2027,44 a 131 m2 total,Departamentos,2 a 3 dormitorios,3 unidades disponibles,"Pisos 2, 3, 9",3 dorms.,56.00 m²,Modelo TIPO D,Soles,"391,550",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3924-residencial-santa-susana-cercado-de-lima-lima-lima-yoplac-asociados
01/09/2027,44 a 131 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 10,3 dorms.,102.00 m²,Modelo TIPO G,Soles,"675,475",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3924-residencial-santa-susana-cercado-de-lima-lima-lima-yoplac-asociados
30/04/2028,40 a 69.97 m2 total,Departamentos,1 a 2 dormitorios,1 unidad disponible,Piso 1,2 dorms.,69.97 m²,Modelo TIPO 101,Soles,"453,216",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3931-ezena-4-cercado-de-lima-lima-lima-proyec-inmobiliaria
30/04/2028,40 a 69.97 m2 total,Departamentos,1 a 2 dormitorios,1 unidad disponible,Piso 1,2 dorms.,54.85 m²,Modelo TIPO 102,Soles,"350,592",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3931-ezena-4-cercado-de-lima-lima-lima-proyec-inmobiliaria
30/04/2028,40 a 69.97 m2 total,Departamentos,1 a 2 dormitorios,1 unidad disponible,Piso 1,2 dorms.,46.59 m²,Modelo TIPO 104,Soles,"318,336",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3931-ezena-4-cercado-de-lima-lima-lima-proyec-inmobiliaria
30/04/2028,40 a 69.97 m2 total,Departamentos,1 a 2 dormitorios,1 unidad disponible,Piso 2,2 dorms.,55.57 m²,Modelo TIPO 201,Soles,"406,176",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3931-ezena-4-cercado-de-lima-lima-lima-proyec-inmobiliaria
30/04/2028,40 a 69.97 m2 total,Departamentos,1 a 2 dormitorios,1 unidad disponible,Piso 2,2 dorms.,49.78 m²,Modelo TIPO 203,Soles,"358,656",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3931-ezena-4-cercado-de-lima-lima-lima-proyec-inmobiliaria
30/04/2028,40 a 69.97 m2 total,Departamentos,1 a 2 dormitorios,1 unidad disponible,Piso 2,1 dorms.,40.10 m²,Modelo TIPO 204,Soles,"293,376",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3931-ezena-4-cercado-de-lima-lima-lima-proyec-inmobiliaria
31/12/2028,40.11 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,18 unidades disponibles,Pisos 4 al 28,2 dorms.,55.09 m²,Modelo Modelo 1,Soles,"246,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3953-albamar-flex-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
31/12/2028,40.11 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,26 unidades disponibles,Pisos 2 al 28,3 dorms.,65.61 m²,Modelo Modelo 2,Soles,"298,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3953-albamar-flex-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
31/12/2028,40.11 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,26 unidades disponibles,Pisos 2 al 28,3 dorms.,60.11 m²,Modelo Modelo 3,Soles,"279,800",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3953-albamar-flex-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
31/12/2028,40.11 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,22 unidades disponibles,Pisos 2 al 28,3 dorms.,59.55 m²,Modelo Modelo 4,Soles,"296,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3953-albamar-flex-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
31/12/2028,40.11 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,27 unidades disponibles,Pisos 2 al 28,3 dorms.,60.21 m²,Modelo Modelo 5,Soles,"283,100",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3953-albamar-flex-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
31/12/2028,40.11 a 68.20 m2 total,Departamentos,1 a 3 dormitorios,19 unidades disponibles,Pisos 6 al 28,3 dorms.,66.82 m²,Modelo Modelo 6,Soles,"233,700",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3953-albamar-flex-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
31/12/2027,40.08 a 60.08 m2 total,Departamentos,1 a 3 dormitorios,12 unidades disponibles,Pisos 2 al 21,1 dorms.,40.71 m²,Modelo 1,Soles,"259,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3960-jardines-de-santa-beatriz-tercera-etapa-cercado-de-lima-lima-lima-tm-gestion-inmobiliaria
31/12/2027,40.08 a 60.08 m2 total,Departamentos,1 a 3 dormitorios,15 unidades disponibles,Pisos 2 al 22,2 dorms.,45.38 m²,Modelo 2,Soles,"292,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3960-jardines-de-santa-beatriz-tercera-etapa-cercado-de-lima-lima-lima-tm-gestion-inmobiliaria
31/12/2027,40.08 a 60.08 m2 total,Departamentos,1 a 3 dormitorios,14 unidades disponibles,Pisos 2 al 22,1 dorms.,44.39 m²,Modelo 3,Soles,"311,800",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3960-jardines-de-santa-beatriz-tercera-etapa-cercado-de-lima-lima-lima-tm-gestion-inmobiliaria
31/12/2027,40.08 a 60.08 m2 total,Departamentos,1 a 3 dormitorios,19 unidades disponibles,Pisos 2 al 22,1 dorms.,44.39 m²,Modelo 4,Soles,"288,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3960-jardines-de-santa-beatriz-tercera-etapa-cercado-de-lima-lima-lima-tm-gestion-inmobiliaria
