fecha,medidas,tipo,dormitorios,disponible,piso,dormitorios_cont,area,modelo,divisa,precio,proyecto_link
Entrega inmediata,64.21 a 78.04 m2 total,Departamentos,3 dormitorios,7 unidades disponibles,"Pisos 1, 2, 3",3 dorms.,64.21 m²,Modelo 3 Dormitorios + Cocina,Soles,"375,534",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2660-alto-alborada-cercado-de-lima-lima-lima-imagina
Entrega inmediata,64.21 a 78.04 m2 total,Departamentos,3 dormitorios,16 unidades disponibles,"Pisos 2, 3, 4, 5, 6",3 dorms.,72.48 m²,Modelo 3 Dormitorios + Cocina + Sala,Soles,"413,385",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2660-alto-alborada-cercado-de-lima-lima-lima-imagina
Entrega inmediata,54.45 a 67.52 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 21,2 dorms.,58.94 m²,Modelo TIPO 1,Soles,"491,167",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria
Entrega inmediata,54.45 a 67.52 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 20,3 dorms.,54.45 m²,Modelo TIPO 4,Soles,"453,750",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria
Entrega inmediata,54.45 a 67.52 m2 total,Departamentos,2 a 3 dormitorios,3 unidades disponibles,"Pisos 13, 14, 19",3 dorms.,67.52 m²,Modelo TIPO 7,Soles,"562,667",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria
Entrega inmediata,54.45 a 67.52 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 21,3 dorms.,66.15 m²,Modelo TIPO 8,Soles,"551,250",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria
Entrega inmediata,54.45 a 67.52 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 22,3 dorms.,66.15 m²,Modelo TIPO 9,Soles,"551,250",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria
Entrega inmediata,54.45 a 67.52 m2 total,Departamentos,2 a 3 dormitorios,2 unidades disponibles,Pisos 19 y 21,3 dorms.,65.43 m²,Modelo TIPO 10,Soles,"545,250",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria
Entrega inmediata,70.05 m2 total,Departamentos,3 dormitorios,1 unidad disponible,Piso 12,3 dorms.,70.05 m²,Modelo Tipo 7,Soles,"531,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2767-ciudaris-i-iconik-park-cercado-de-lima-lima-lima-ciudaris
Entrega inmediata,51.17 a 70.31 m2 total,Departamentos,2 a 3 dormitorios,8 unidades disponibles,Pisos 2 al 23,3 dorms.,62.33 m²,Modelo 3D,Soles,"354,607",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2825-gran-central-colonial-2-cercado-de-lima-lima-lima-los-portales-departamentos
Entrega inmediata,51.17 a 70.31 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 22,3 dorms.,70.31 m²,Modelo 3D+S,Soles,"481,245",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2825-gran-central-colonial-2-cercado-de-lima-lima-lima-los-portales-departamentos
Entrega inmediata,51.17 a 70.31 m2 total,Departamentos,2 a 3 dormitorios,7 unidades disponibles,Pisos 2 al 18,2 dorms.,51.17 m²,Modelo 2D,Soles,"312,180",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2825-gran-central-colonial-2-cercado-de-lima-lima-lima-los-portales-departamentos
Entrega inmediata,47.80 a 70.50 m2 total,Departamentos,2 a 3 dormitorios,4 unidades disponibles,"Pisos 2, 7, 8, 11",2 dorms.,57.55 m²,Modelo TIPO 4,Soles,"365,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2888-duetto-846-fase-ii-cercado-de-lima-lima-lima-cantabria
Entrega inmediata,47.80 a 70.50 m2 total,Departamentos,2 a 3 dormitorios,3 unidades disponibles,"Pisos 2, 3, 11",2 dorms.,47.80 m²,Modelo TIPO 5,Soles,"345,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2888-duetto-846-fase-ii-cercado-de-lima-lima-lima-cantabria
Entrega inmediata,47.80 a 70.50 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 11,3 dorms.,70.50 m²,Modelo TIPO 1,Soles,"485,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2888-duetto-846-fase-ii-cercado-de-lima-lima-lima-cantabria
Entrega inmediata,64.05 a 75.16 m2 total,Departamentos,3 dormitorios,9 unidades disponibles,Pisos 4 al 16,3 dorms.,72.17 m²,Modelo 3 Dormitorios + Cocina + Sala,Soles,"394,506",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2907-alto-lima-park-cercado-de-lima-lima-lima-imagina
Entrega inmediata,64.05 a 75.16 m2 total,Departamentos,3 dormitorios,28 unidades disponibles,Pisos 1 al 21,3 dorms.,64.05 m²,Modelo 3 Dormitorios + Cocina,Soles,"336,009",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2907-alto-lima-park-cercado-de-lima-lima-lima-imagina
30/06/2027,53.83 a 74.32 m2 total,Departamentos,2 a 3 dormitorios,7 unidades disponibles,Pisos 5 al 22,2 dorms.,58.75 m²,Modelo 7,Soles,"353,644",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2912-nueva-metropolis-cercado-de-lima-lima-lima-invent-inmobiliaria
30/06/2027,53.83 a 74.32 m2 total,Departamentos,2 a 3 dormitorios,4 unidades disponibles,"Pisos 11, 16, 22, 23",2 dorms.,57.67 m²,Modelo 4,Soles,"362,021",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2912-nueva-metropolis-cercado-de-lima-lima-lima-invent-inmobiliaria
30/06/2027,53.83 a 74.32 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 23,3 dorms.,73.21 m²,Modelo 3-II,Soles,"453,429",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2912-nueva-metropolis-cercado-de-lima-lima-lima-invent-inmobiliaria
30/06/2027,53.83 a 74.32 m2 total,Departamentos,2 a 3 dormitorios,4 unidades disponibles,"Pisos 9, 14, 15, 22",2 dorms.,53.83 m²,Modelo 5,Soles,"357,830",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2912-nueva-metropolis-cercado-de-lima-lima-lima-invent-inmobiliaria
30/06/2027,53.83 a 74.32 m2 total,Departamentos,2 a 3 dormitorios,10 unidades disponibles,Pisos 8 al 22,3 dorms.,73.58 m²,Modelo 3,Soles,"458,455",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2912-nueva-metropolis-cercado-de-lima-lima-lima-invent-inmobiliaria
30/06/2027,53.83 a 74.32 m2 total,Departamentos,2 a 3 dormitorios,4 unidades disponibles,"Pisos 12, 18, 19, 22",2 dorms.,71.05 m²,Modelo 2,Soles,"464,842",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2912-nueva-metropolis-cercado-de-lima-lima-lima-invent-inmobiliaria
30/12/2026,41.41 a 109.58 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 1,2 dorms.,109.58 m²,Modelo S02,Soles,"682,881",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario
30/12/2026,41.41 a 109.58 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 1,1 dorms.,60.44 m²,Modelo S03,Soles,"380,455",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario
30/12/2026,41.41 a 109.58 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 1,1 dorms.,58.60 m²,Modelo S04,Soles,"368,872",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario
30/12/2026,41.41 a 109.58 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 1,1 dorms.,90.01 m²,Modelo S05,Soles,"560,925",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario
30/12/2026,41.41 a 109.58 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 2,2 dorms.,71.38 m²,Modelo S07,Soles,"448,907",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario
30/12/2026,41.41 a 109.58 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 2,1 dorms.,42.98 m²,Modelo S09,Soles,"273,030",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario
Entrega inmediata,33.90 m2 total,Departamentos,1 dormitorios,1 unidad disponible,Piso 4,1 dorms.,33.90 m²,Modelo TIPO 5,Soles,"280,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2996-albamar-arenales-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
Entrega inmediata,50.80 a 73.60 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 21,2 dorms.,62.00 m²,Modelo A,Soles,"416,932",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3001-quatro-urban-tower-3-cercado-de-lima-lima-lima-quatro-inmobiliaria
Entrega inmediata,50.80 a 73.60 m2 total,Departamentos,2 a 3 dormitorios,2 unidades disponibles,Pisos 21 y 22,3 dorms.,73.60 m²,Modelo B,Soles,"490,044",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3001-quatro-urban-tower-3-cercado-de-lima-lima-lima-quatro-inmobiliaria
Entrega inmediata,50.80 a 73.60 m2 total,Departamentos,2 a 3 dormitorios,2 unidades disponibles,Pisos 18 y 19,3 dorms.,67.30 m²,Modelo C,Soles,"458,213",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3001-quatro-urban-tower-3-cercado-de-lima-lima-lima-quatro-inmobiliaria
Entrega inmediata,50.80 a 73.60 m2 total,Departamentos,2 a 3 dormitorios,9 unidades disponibles,Pisos 2 al 15,2 dorms.,58.30 m²,Modelo D,Soles,"383,114",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3001-quatro-urban-tower-3-cercado-de-lima-lima-lima-quatro-inmobiliaria
Entrega inmediata,50.80 a 73.60 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 22,2 dorms.,52.50 m²,Modelo G,Soles,"365,193",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3001-quatro-urban-tower-3-cercado-de-lima-lima-lima-quatro-inmobiliaria
Entrega inmediata,50.80 a 73.60 m2 total,Departamentos,2 a 3 dormitorios,2 unidades disponibles,Pisos 12 y 13,2 dorms.,53.40 m²,Modelo J,Soles,"373,007",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3001-quatro-urban-tower-3-cercado-de-lima-lima-lima-quatro-inmobiliaria
30/11/2026,28.58 a 86.61 m2 total,Departamentos,1 a 3 dormitorios,1 unidad disponible,Piso 1,3 dorms.,86.61 m²,Modelo Tipo 105,Soles,"564,698",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3008-amatista-cercado-de-lima-lima-lima-marte
30/11/2026,28.58 a 86.61 m2 total,Departamentos,1 a 3 dormitorios,6 unidades disponibles,Pisos 9 al 27,3 dorms.,61.67 m²,Modelo Tipo 1,Soles,"417,833",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3008-amatista-cercado-de-lima-lima-lima-marte
30/11/2026,28.58 a 86.61 m2 total,Departamentos,1 a 3 dormitorios,6 unidades disponibles,Pisos 21 al 27,3 dorms.,62.73 m²,Modelo Tipo 2,Soles,"447,886",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3008-amatista-cercado-de-lima-lima-lima-marte
30/11/2026,28.58 a 86.61 m2 total,Departamentos,1 a 3 dormitorios,8 unidades disponibles,Pisos 10 al 27,3 dorms.,60.34 m²,Modelo Tipo 3,Soles,"437,494",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3008-amatista-cercado-de-lima-lima-lima-marte
30/11/2026,28.58 a 86.61 m2 total,Departamentos,1 a 3 dormitorios,6 unidades disponibles,Pisos 5 al 27,3 dorms.,69.54 m²,Modelo Tipo 4,Soles,"510,386",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3008-amatista-cercado-de-lima-lima-lima-marte
30/11/2026,28.58 a 86.61 m2 total,Departamentos,1 a 3 dormitorios,4 unidades disponibles,"Pisos 5, 25, 26, 27",3 dorms.,60.06 m²,Modelo Tipo 5,Soles,"428,907",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3008-amatista-cercado-de-lima-lima-lima-marte
31/03/2027,23.97 a 75.74 m2 total,Departamentos,1 a 2 dormitorios,23 unidades disponibles,Pisos 2 al 30,1 dorms.,29.31 m²,Modelo TIPO13,Soles,"233,657",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3053-minimal-cercado-de-lima-lima-lima-grupo-tyc
31/03/2027,23.97 a 75.74 m2 total,Departamentos,1 a 2 dormitorios,1 unidad disponible,Piso 22,1 dorms.,52.79 m²,Modelo TIPO1,Soles,"374,810",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3053-minimal-cercado-de-lima-lima-lima-grupo-tyc
31/03/2027,23.97 a 75.74 m2 total,Departamentos,1 a 2 dormitorios,7 unidades disponibles,Pisos 22 al 30,1 dorms.,58.76 m²,Modelo TIPO4,Soles,"414,652",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3053-minimal-cercado-de-lima-lima-lima-grupo-tyc
31/03/2027,23.97 a 75.74 m2 total,Departamentos,1 a 2 dormitorios,14 unidades disponibles,Pisos 2 al 30,2 dorms.,75.40 m²,Modelo TIPO5,Soles,"482,790",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3053-minimal-cercado-de-lima-lima-lima-grupo-tyc
31/03/2027,23.97 a 75.74 m2 total,Departamentos,1 a 2 dormitorios,17 unidades disponibles,Pisos 12 al 28,1 dorms.,26.57 m²,Modelo TIPO6,Soles,"203,106",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3053-minimal-cercado-de-lima-lima-lima-grupo-tyc
31/03/2027,23.97 a 75.74 m2 total,Departamentos,1 a 2 dormitorios,15 unidades disponibles,Pisos 3 al 24,1 dorms.,26.47 m²,Modelo TIPO7,Soles,"200,571",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3053-minimal-cercado-de-lima-lima-lima-grupo-tyc
Entrega inmediata,35.01 a 50.74 m2 total,Departamentos,1 a 2 dormitorios,4 unidades disponibles,"Pisos 5, 7, 8, 28",1 dorms.,37.68 m²,Modelo X01,Soles,"278,476",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3186-helio-santa-beatriz-cercado-de-lima-lima-lima-padova
Entrega inmediata,35.01 a 50.74 m2 total,Departamentos,1 a 2 dormitorios,7 unidades disponibles,Pisos 3 al 12,2 dorms.,42.09 m²,Modelo X02,Soles,"311,839",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3186-helio-santa-beatriz-cercado-de-lima-lima-lima-padova
Entrega inmediata,35.01 a 50.74 m2 total,Departamentos,1 a 2 dormitorios,20 unidades disponibles,Pisos 4 al 29,2 dorms.,50.74 m²,Modelo X03,Soles,"340,064",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3186-helio-santa-beatriz-cercado-de-lima-lima-lima-padova
Entrega inmediata,35.01 a 50.74 m2 total,Departamentos,1 a 2 dormitorios,4 unidades disponibles,"Pisos 2, 3, 7, 8",2 dorms.,43.83 m²,Modelo X04,Soles,"327,572",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3186-helio-santa-beatriz-cercado-de-lima-lima-lima-padova
Entrega inmediata,35.01 a 50.74 m2 total,Departamentos,1 a 2 dormitorios,10 unidades disponibles,Pisos 2 al 29,2 dorms.,43.86 m²,Modelo X05,Soles,"312,188",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3186-helio-santa-beatriz-cercado-de-lima-lima-lima-padova
Entrega inmediata,35.01 a 50.74 m2 total,Departamentos,1 a 2 dormitorios,11 unidades disponibles,Pisos 2 al 30,2 dorms.,42.03 m²,Modelo X06,Soles,"309,804",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3186-helio-santa-beatriz-cercado-de-lima-lima-lima-padova
31/12/2026,54.61 a 71.30 m2 total,Departamentos,2 a 3 dormitorios,10 unidades disponibles,Pisos 4 al 30,2 dorms.,70.96 m²,Modelo TLP X06,Soles,"456,300",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3209-tulipan-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
31/12/2026,54.61 a 71.30 m2 total,Departamentos,2 a 3 dormitorios,1 unidad disponible,Piso 30,2 dorms.,57.17 m²,Modelo TLP X15,Soles,"368,100",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3209-tulipan-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
31/12/2026,54.61 a 71.30 m2 total,Departamentos,2 a 3 dormitorios,4 unidades disponibles,"Pisos 13, 17, 21, 23",3 dorms.,70.97 m²,Modelo TLP X01A,Soles,"479,700",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3209-tulipan-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
31/12/2026,54.61 a 71.30 m2 total,Departamentos,2 a 3 dormitorios,10 unidades disponibles,Pisos 6 al 30,2 dorms.,69.82 m²,Modelo TLP X12,Soles,"437,400",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3209-tulipan-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
31/12/2026,54.61 a 71.30 m2 total,Departamentos,2 a 3 dormitorios,5 unidades disponibles,"Pisos 20, 21, 22, 23, 24",2 dorms.,54.61 m²,Modelo TLP X02,Soles,"376,200",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3209-tulipan-cercado-de-lima-lima-lima-abril-grupo-inmobiliario
30/07/2027,31.83 a 93.59 m2 total,Departamentos,1 a 3 dormitorios,13 unidades disponibles,Pisos 3 al 22,2 dorms.,59.89 m²,Modelo 5,Soles,"394,761",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3298-cool-living-cercado-de-lima-lima-lima-promsal
30/07/2027,31.83 a 93.59 m2 total,Departamentos,1 a 3 dormitorios,9 unidades disponibles,Pisos 3 al 23,3 dorms.,72.18 m²,Modelo 1,Soles,"450,414",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3298-cool-living-cercado-de-lima-lima-lima-promsal
30/07/2027,31.83 a 93.59 m2 total,Departamentos,1 a 3 dormitorios,13 unidades disponibles,Pisos 3 al 23,3 dorms.,67.11 m²,Modelo 2,Soles,"418,776",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3298-cool-living-cercado-de-lima-lima-lima-promsal
30/07/2027,31.83 a 93.59 m2 total,Departamentos,1 a 3 dormitorios,16 unidades disponibles,Pisos 3 al 20,1 dorms.,31.83 m²,Modelo 10,Soles,"228,114",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3298-cool-living-cercado-de-lima-lima-lima-promsal
30/07/2027,31.83 a 93.59 m2 total,Departamentos,1 a 3 dormitorios,3 unidades disponibles,"Pisos 21, 22, 23",2 dorms.,59.86 m²,Modelo 9,Soles,"386,030",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3298-cool-living-cercado-de-lima-lima-lima-promsal
30/07/2027,31.83 a 93.59 m2 total,Departamentos,1 a 3 dormitorios,3 unidades disponibles,"Pisos 21, 22, 23",3 dorms.,75.18 m²,Modelo 3,Soles,"450,737",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3298-cool-living-cercado-de-lima-lima-lima-promsal
31/03/2027,33 a 62 m2 total,Departamentos,1 a 2 dormitorios,2 unidades disponibles,Pisos 3 y 9,1 dorms.,37.00 m²,Modelo Tipo 1 A,Soles,"294,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-santa-beatriz-cercado-de-lima-lima-lima-my-home
31/03/2027,33 a 62 m2 total,Departamentos,1 a 2 dormitorios,2 unidades disponibles,Pisos 16 y 22,2 dorms.,51.00 m²,Modelo Tipo 2 B,Soles,"385,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-santa-beatriz-cercado-de-lima-lima-lima-my-home
31/03/2027,33 a 62 m2 total,Departamentos,1 a 2 dormitorios,1 unidad disponible,Piso 23,2 dorms.,53.00 m²,Modelo Tipo 2 C,Soles,"380,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-santa-beatriz-cercado-de-lima-lima-lima-my-home
31/03/2027,33 a 62 m2 total,Departamentos,1 a 2 dormitorios,3 unidades disponibles,"Pisos 16, 18, 23",2 dorms.,62.00 m²,Modelo Tipo 3C2,Soles,"390,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-santa-beatriz-cercado-de-lima-lima-lima-my-home
31/03/2027,33 a 62 m2 total,Departamentos,1 a 2 dormitorios,3 unidades disponibles,"Pisos 15, 17, 21",2 dorms.,62.00 m²,Modelo Tipo 3C1,Soles,"395,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-santa-beatriz-cercado-de-lima-lima-lima-my-home
31/03/2027,33 a 62 m2 total,Departamentos,1 a 2 dormitorios,8 unidades disponibles,Pisos 6 al 22,2 dorms.,51.00 m²,Modelo Tipo 4,Soles,"355,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-santa-beatriz-cercado-de-lima-lima-lima-my-home
30/04/2027,31.39 a 69.16 m2 total,Departamentos,1 a 3 dormitorios,10 unidades disponibles,Pisos 1 al 23,2 dorms.,64.48 m²,Modelo MODELO 1,Soles,"314,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3385-albamar-re-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/04/2027,31.39 a 69.16 m2 total,Departamentos,1 a 3 dormitorios,7 unidades disponibles,Pisos 6 al 17,3 dorms.,64.13 m²,Modelo MODELO 2,Soles,"329,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3385-albamar-re-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/04/2027,31.39 a 69.16 m2 total,Departamentos,1 a 3 dormitorios,8 unidades disponibles,Pisos 4 al 21,2 dorms.,58.86 m²,Modelo MODELO 3,Soles,"292,900",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3385-albamar-re-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/04/2027,31.39 a 69.16 m2 total,Departamentos,1 a 3 dormitorios,10 unidades disponibles,Pisos 9 al 22,3 dorms.,62.89 m²,Modelo MODELO 4,Soles,"308,700",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3385-albamar-re-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/04/2027,31.39 a 69.16 m2 total,Departamentos,1 a 3 dormitorios,5 unidades disponibles,"Pisos 2, 3, 14, 15, 23",2 dorms.,44.94 m²,Modelo MODELO 5,Soles,"246,500",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3385-albamar-re-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/04/2027,31.39 a 69.16 m2 total,Departamentos,1 a 3 dormitorios,8 unidades disponibles,Pisos 7 al 16,1 dorms.,31.39 m²,Modelo MODELO 6,Soles,"187,500",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3385-albamar-re-cercado-de-lima-lima-lima-albamar-grupo-inmobiliario
30/06/2026,40.89 a 102.86 m2 total,Departamentos,1 a 2 dormitorios,2 unidades disponibles,Piso 1,2 dorms.,100.96 m²,Modelo 2-M,Soles,"745,412",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3452-qantua-fase-2-cercado-de-lima-lima-lima-grupo-lar
