fecha,medidas,tipo,dormitorios,disponible,piso,dormitorios_cont,area,modelo,precio,proyecto_link
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,3,3 dorm.,91.29 m2,SAU-B-301,"615,091",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,5 unidades disponibles,"4, 6, 12, 24, 30",3 dorm.,90.07 m2,"SAU-B-401,601,1201,1801,2401,3001","602,186",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,7 unidades disponibles,Entre 10 al 28,3 dorm.,71.45 m2,"SAU-B-404,604,1004,1204,1604,1804,2204,2404,2804","481,414",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,4 unidades disponibles,"5, 11, 17, 23",3 dorm.,90.19 m2,"SAU-B-501,1101,1701,2301,2901","596,558",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,8 unidades disponibles,Entre 7 al 31,3 dorm.,71.43 m2,"SAU-B-504,704,1104,1304,1704,1904,2304,2504,2904,3","481,414",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,3 unidades disponibles,"7, 13, 25",3 dorm.,90.19 m2,"SAU-B-701,1301,1901,2501","596,558",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,3 unidades disponibles,"8, 14, 26",3 dorm.,90.21 m2,"SAU-B-801,1401,2001,2601","596,558",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,4 unidades disponibles,"8, 14, 26, 32",3 dorm.,71.45 m2,"SAU-B-804,1404,2004,2604,3204","481,414",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,4 unidades disponibles,"9, 15, 21, 27",3 dorm.,89.91 m2,"SAU-B-901,1501,2101,2701","596,558",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,4 unidades disponibles,"9, 15, 21, 33",3 dorm.,71.28 m2,"SAU-B-904,1504,2104,2704,3304","481,414",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,2 unidades disponibles,10 y 16,3 dorm.,90.21 m2,"SAU-B-1001,1601,2201,2801","596,558",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,28,2 dorm.,56.92 m2,"SAU-B-2706,2806","366,942",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,5 unidades disponibles,"29, 30, 31, 32, 33",2 dorm.,57.13 m2,"SAU-B-2905,3005,3105,3205,3305","368,296",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,33,3 dorm.,89.74 m2,SAU-B-3301,"602,186",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,33,2 dorm.,55.63 m2,SAU-B-3308,"358,626",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,17 unidades disponibles,Entre 10 al 29,3 dorm.,72.64 m2,"SAU-A-206,307 AL 3007","435,050",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,3 unidades disponibles,"31, 32, 33",3 dorm.,72.24 m2,SAU-A-3107 AL 3307,"441,668",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,2 unidades disponibles,32 y 33,2 dorm.,56.28 m2,"SAU-A-3108,3208,3308","362,816",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,30,3 dorm.,68.78 m2,SAU X01 A PAR,"461,994",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,30,3 dorm.,75.34 m2,"SAU-A-403,603,1203,1803,2403,3003","548,359",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,2 unidades disponibles,29 y 31,3 dorm.,68.75 m2,SAU X01 A IMPAR,"461,792",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,3 unidades disponibles,"23, 29, 31",3 dorm.,75.87 m2,"SAU-A-503,1103,1703,2303,2903,3103","552,216",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,2 unidades disponibles,13 y 25,3 dorm.,75.87 m2,"SAU-A-703,1303,1903,2503","552,216",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,3 unidades disponibles,"14, 20, 26",3 dorm.,75.90 m2,"SAU-A-803,1403,2003,2603","552,435",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,9,3 dorm.,75.32 m2,"SAU-A-903,1503,2103,2703","548,213",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,2 unidades disponibles,10 y 28,3 dorm.,75.90 m2,"SAU-A-1003,1603,2203,2803","552,435",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"30 de Junio, 2025",40.62 a 91.29 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,26,2 dorm.,79.93 m2,SAU-A-2609,"515,279",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,77.18 m2,X01-A,"525,930",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,77.65 m2,X02-A,"508,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,96.05 m2,X03-A,"532,322",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,78.38 m2,X04-A,"539,278",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,2,3 dorm.,65.58 m2,X01-B,"539,278",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,2,2 dorm.,52.21 m2,X02-B,"437,570",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,2,2 dorm.,53.41 m2,X03-B,"401,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,5 unidades disponibles,"2, 3, 9, 11, 12",2 dorm.,55.30 m2,X04-B,"404,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,12 unidades disponibles,Entre 2 al 13,2 dorm.,51.84 m2,X05-A,"401,294",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,2,1 dorm.,34.84 m2,X06-A,"257,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,18 unidades disponibles,Entre 2 al 22,1 dorm.,36.00 m2,X07-A,"257,164",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,2,3 dorm.,75.10 m2,X08-A,"633,090",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,2,3 dorm.,58.70 m2,X11-A,"472,444",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,2,2 dorm.,140.47 m2,X12-A,"642,514",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,14 unidades disponibles,Entre 4 al 18,3 dorm.,69.00 m2,X01-C,"473,895",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,13 unidades disponibles,Entre 3 al 16,2 dorm.,56.58 m2,X02-C,"370,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,11 unidades disponibles,Entre 3 al 17,2 dorm.,56.26 m2,X03-C,"368,436",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,13 unidades disponibles,Entre 3 al 17,3 dorm.,61.36 m2,X11-B,"430,158",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,11 unidades disponibles,Entre 3 al 22,2 dorm.,54.46 m2,X12-B,"351,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,9 unidades disponibles,Entre 5 al 17,2 dorm.,55.30 m2,X04-C,"385,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,14 unidades disponibles,Entre 9 al 24,3 dorm.,59.82 m2,X08-B,"424,262",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,14 unidades disponibles,Entre 8 al 25,1 dorm.,37.87 m2,X09-B,"265,965",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,7 unidades disponibles,Entre 9 al 16,2 dorm.,50.40 m2,X10-A,"355,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,20,2 dorm.,56.26 m2,X03-D,"352,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,2 unidades disponibles,23 y 24,2 dorm.,57.78 m2,X04-E,"384,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,5 unidades disponibles,"18, 19, 21, 22, 24",2 dorm.,51.84 m2,X05-B,"359,668",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Octubre, 2025",34.84 a 140.47 m2,Departamento,1 a 3 dormitorios,3 unidades disponibles,"20, 21, 22",2 dorm.,55.30 m2,X04-D,"375,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar
"31 de Marzo, 2025",52.00 a 69.50 m2,Departamento,2 a 3 dormitorios,9 unidades disponibles,Entre 2 al 18,3 dorm.,68.00 m2,A,"443,563",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2741-cor-tower-la-victoria-lima-lima-quatro-inmobiliaria
"31 de Marzo, 2025",52.00 a 69.50 m2,Departamento,2 a 3 dormitorios,4 unidades disponibles,"5, 7, 11, 12",2 dorm.,52.00 m2,B,"386,965",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2741-cor-tower-la-victoria-lima-lima-quatro-inmobiliaria
"31 de Marzo, 2025",52.00 a 69.50 m2,Departamento,2 a 3 dormitorios,11 unidades disponibles,Entre 8 al 22,3 dorm.,69.50 m2,C,"463,786",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2741-cor-tower-la-victoria-lima-lima-quatro-inmobiliaria
"31 de Marzo, 2025",52.00 a 69.50 m2,Departamento,2 a 3 dormitorios,8 unidades disponibles,Entre 2 al 13,2 dorm.,55.70 m2,D,"389,266",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2741-cor-tower-la-victoria-lima-lima-quatro-inmobiliaria
"31 de Marzo, 2025",52.00 a 69.50 m2,Departamento,2 a 3 dormitorios,11 unidades disponibles,Entre 5 al 22,3 dorm.,66.00 m2,E,"440,430",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2741-cor-tower-la-victoria-lima-lima-quatro-inmobiliaria
"31 de Marzo, 2025",52.00 a 69.50 m2,Departamento,2 a 3 dormitorios,14 unidades disponibles,Entre 2 al 19,3 dorm.,61.00 m2,F,"410,500",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2741-cor-tower-la-victoria-lima-lima-quatro-inmobiliaria
"31 de Marzo, 2025",52.00 a 69.50 m2,Departamento,2 a 3 dormitorios,1 unidad disponible,22,3 dorm.,55.50 m2,H,"383,233",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2741-cor-tower-la-victoria-lima-lima-quatro-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,7 unidades disponibles,Entre 25 al 33,1 dorm.,39.11 m2,X01,"291,626",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,25 unidades disponibles,Entre 3 al 33,2 dorm.,57.84 m2,X02,"373,849",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,21 unidades disponibles,Entre 3 al 31,3 dorm.,70.45 m2,X04,"516,925",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,15 unidades disponibles,Entre 3 al 28,3 dorm.,69.66 m2,X05,"548,509",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,9 unidades disponibles,Entre 2 al 17,2 dorm.,55.97 m2,X06,"432,701",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,23 unidades disponibles,Entre 4 al 32,2 dorm.,54.92 m2,X07,"373,849",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,28,1 dorm.,39.09 m2,X08,"305,312",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,6 unidades disponibles,Entre 9 al 27,2 dorm.,52.94 m2,X09,"373,426",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,23 unidades disponibles,Entre 3 al 33,3 dorm.,67.01 m2,X10,"464,285",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
"31 de Julio, 2026",39.09 a 79.31 m2,Departamento,1 a 3 dormitorios,28 unidades disponibles,Entre 3 al 33,3 dorm.,68.13 m2,X11,"451,651",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria
