proyecto_link,latitude,longitude,hospital,supermarket,transit_station,school,university,bank,restaurant
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2211-roosevelt-5591-miraflores-lima-lima-v-v-grupo-inmobiliario,-12.1197365,-77.017999,4,2,15,9,0,4,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3003-edificio-unique-surquillo-lima-lima-grupo-cygnus,-12.1196613,-77.0048659,5,2,7,20,0,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3344-calera-ix-surquillo-lima-lima-elsvan-construcciones-inmobiliarias,-12.1195792,-77.0027982,5,1,8,20,0,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3547-pardo-1453-miraflores-lima-lima-frontera,-12.119389,-77.0426702,6,2,20,10,4,1,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3646-parque-aurora-miraflores-lima-lima-orizzonte-grupo-inmobiliario,-12.1193784,-77.0093626,6,4,8,20,2,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2617-pardo-669-miraflores-lima-lima-v-v-grupo-inmobiliario,-12.1192995,-77.0352659,17,5,20,20,8,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2583-top-818-surquillo-lima-lima-inhouse,-12.1191429,-77.0048593,6,2,8,20,1,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3067-cosmos-miraflores-lima-lima-llosa-edificaciones-urban,-12.1190373,-77.0400901,12,2,20,15,6,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2453-qualis-parque-las-orquideas-surquillo-lima-lima-qualis-inmobilia,-12.1189206,-77.0062248,6,2,8,20,1,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3602-aurora-4-surquillo-lima-lima-vienna-grupo-inmobiliario,-12.1188206,-77.0164472,3,2,9,15,0,4,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3683-albamar-aura-surquillo-lima-lima-albamar-grupo-inmobiliario,-12.118801,-77.0076057,9,3,9,20,2,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2951-pardo-coast-miraflores-lima-lima-grupo-t-c,-12.1187408,-77.0391304,13,4,20,20,6,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2029-principal-775-surquillo-lima-lima-real-inmobiliaria,-12.1187368,-77.0048485,6,2,8,20,1,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2657-urban-miraflores-miraflores-lima-lima-capac-asociados,-12.1184342,-77.0382459,13,4,20,20,8,13,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3300-bolona-1250-miraflores-lima-lima-ee-inmobiliaria,-12.1184219,-77.0093338,7,4,5,20,3,9,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2501-celeste-surquillo-lima-lima-capac-asociados,-12.118371,-77.0068176,5,2,10,20,1,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2674-aguirre-166-miraflores-lima-lima-mc-inversiones-inmobiliarias,-12.1183413,-77.0345966,18,6,20,20,7,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3496-ingreen-santiago-de-surco-lima-lima-inmgenio,-12.1181901,-76.9762397,2,2,9,18,2,0,5
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3481-garden-homes-santiago-de-surco-lima-lima-grupo-chacarilla-sur,-12.1181868,-76.9740052,1,3,7,15,2,0,7
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2256-edificio-portofino-miraflores-lima-lima-c---v-grupo-inmobiliario,-12.1181372,-77.0428165,6,2,20,12,4,1,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3552-bernales-442-surquillo-lima-lima-vive-plm,-12.1179789,-77.0142316,2,0,4,17,2,4,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2494-proyecto-vanguardia-magdalena-del-mar-lima-lima-fai-inmobiliaria,-12.117974,-77.0440571,6,1,20,11,3,1,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2614-nueva-aurora-3-surquillo-lima-lima-vienna-grupo-inmobiliario,-12.1177692,-77.0141323,2,0,4,18,1,3,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3471-liv-durand-ii-parque-surquillo-lima-lima-greal-inversiones,-12.1175178,-77.0144978,0,1,6,19,1,3,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2164-thu-miraflores-lima-lima-cantabria,-12.1172277,-77.0403777,13,3,20,17,4,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3354-bristol-santiago-de-surco-lima-lima-ee-inmobiliaria,-12.1167218,-76.9913749,14,1,5,17,3,17,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2773-tomasal-1074-santiago-de-surco-lima-lima-xyz-inmobiliaria,-12.1167209,-76.9715639,0,2,0,5,1,0,8
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2667-liv-durand-surquillo-lima-lima-greal-inversiones,-12.116709,-77.014659,1,2,7,20,1,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2313-mate-surquillo-lima-lima-real-inmobiliaria,-12.1164991,-77.0063511,6,2,6,20,1,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3671-borgono-355-miraflores-lima-lima-mc-inversiones-inmobiliarias,-12.1162476,-77.0336044,20,4,20,20,6,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2706-high-line-santiago-de-surco-lima-lima-tribeca-inmobiliaria,-12.1159662,-76.9909751,20,3,5,20,3,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2929-batallon-tarma-684-santiago-de-surco-lima-lima-grupo-edifikarte,-12.1158277,-76.9814112,0,0,0,8,2,0,4
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2783-galicia-santiago-de-surco-lima-lima-inhouse,-12.1157314,-76.9948525,9,1,7,18,7,15,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2642-rosario-in-miraflores-lima-lima-stella-inmobiliaria,-12.1156759,-77.0376686,16,5,20,20,7,15,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3511-ascend-santiago-de-surco-lima-lima-urbalima,-12.115597,-76.9953347,13,1,7,18,7,14,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2880-rosario-240-miraflores-lima-lima-sembra-inmobiliaria,-12.1155682,-77.0384889,15,3,20,20,5,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3528-atahualpa-448-miraflores-lima-lima-franca-inmobiliaria,-12.1153817,-77.0305165,20,4,20,20,9,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2941-conde-de-la-vega-251-santiago-de-surco-lima-lima-grupo-edifikarte,-12.1151538,-76.9823134,0,0,0,6,4,0,4
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3206-parque-cordova-2-miraflores-lima-lima-aurora-grupo-inmobiliario,-12.1150259,-77.0424565,10,2,20,19,5,1,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3295-la-joya-132-santiago-de-surco-lima-lima-grupo-chacarilla-sur,-12.1149348,-76.9944307,15,4,7,13,6,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2491-barrio-verde-miraflores-lima-lima-belgica-edificaciones,-12.1148864,-77.0454436,10,1,20,18,4,2,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2798-founder-miraflores-lima-lima-alerces-inmobiliaria,-12.1143994,-77.0475694,7,2,20,16,3,3,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3525-aliaga-491-santiago-de-surco-lima-lima-quark-grupo-inmobiliario,-12.114121,-76.9759945,0,2,4,16,2,3,16
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2490-sonhos-miraflores-lima-lima-constructora-inarco,-12.1140435,-77.0297048,20,3,20,20,6,15,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2383-toribio-polo-miraflores-lima-lima-armando-paredes,-12.1137252,-77.0474725,8,4,20,16,3,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2316-inizzio-santiago-de-surco-lima-lima-sembra-inmobiliaria,-12.1136737,-76.9923991,20,4,7,17,4,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2663-hana-chacarilla-santiago-de-surco-lima-lima-odima-inmobiliaria,-12.1133184,-76.9813622,1,0,6,7,6,2,19
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2590-parque-blume-miraflores-lima-lima-aurora-grupo-inmobiliario,-12.1131816,-77.0436351,9,1,20,16,4,2,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2936-litoral-900-miraflores-lima-lima-mirano,-12.1130319,-77.0482391,9,4,20,15,3,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3219-taller-miraflores-lima-lima-paz,-12.112913,-77.0465894,9,4,20,18,3,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3451-arcadia-santiago-de-surco-lima-lima-conforta-inmobiliaria,-12.1128841,-76.9340901,0,0,10,5,1,2,10
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3231-esparq-140-miraflores-lima-lima-esparq-inversiones,-12.1125329,-77.0305882,20,4,20,20,5,12,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3454-brera-miraflores-lima-lima-valico,-12.1124135,-77.0387368,14,5,12,19,2,13,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3590-goya-surquillo-lima-lima-amma-inmobiliaria,-12.112355,-77.0128394,4,5,14,19,2,14,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3637-torre-germania-surquillo-lima-lima-v-v-grupo-inmobiliario,-12.1121255,-77.010432,4,5,13,19,2,15,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3341-villarreal-337-miraflores-lima-lima-tale-inmobiliaria,-12.1121197,-77.0475957,10,4,20,16,3,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3477-monte-sierpe-santiago-de-surco-lima-lima-make-inmobiliaria,-12.1120124,-76.986782,12,1,2,19,2,12,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3404-bloom-surquillo-lima-lima-mahpsa--corporacion-inmobiliaria,-12.1117704,-76.9971736,18,0,14,20,1,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2728-monte-real-santiago-de-surco-lima-lima-ee-inmobiliaria,-12.1117466,-76.9821389,1,1,6,10,6,3,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2072-la-mar-1055-miraflores-lima-lima-tale-inmobiliaria,-12.1114131,-77.0476733,10,4,20,16,3,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3165-albamar-o2-miraflores-lima-lima-albamar-grupo-inmobiliario,-12.1113197,-77.0508584,10,3,14,9,1,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1917-the-point-miraflores-lima-lima-qolono-inmobiliaria,-12.1113167,-77.048356,9,4,18,12,3,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3235-ako-san-miguel-lima-lima-reyna-grupo-inmobiliario,-12.111174,-77.0359126,20,6,11,17,2,14,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2779-central-apartments-la-mar-miraflores-lima-lima-paz,-12.1111702,-77.04742,10,4,20,16,3,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2588-mandra-miraflores-lima-lima-grupo-tyc,-12.1109637,-77.0505266,10,3,15,9,1,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2379-edificio-intower-santiago-de-surco-lima-lima-vitain,-12.1107285,-76.9787874,2,0,6,14,6,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2495-strada-miraflores-lima-lima-valico,-12.1100267,-77.0378457,16,5,10,15,2,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1988-arequipa-miraflores-lima-lima-actual,-12.1097484,-77.0302241,20,3,20,20,5,9,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3337-vanderghen-400-miraflores-lima-lima-aurora-grupo-inmobiliario,-12.109729,-77.0406876,10,5,9,17,1,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3212-mendiburu-1290-miraflores-lima-lima-efron-arquitectos,-12.1095334,-77.0504535,9,4,15,10,0,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3551-antonia-miraflores-lima-lima-inmgenio,-12.1091415,-77.03508,15,6,11,15,6,12,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2780-dorue-surquillo-lima-lima-desarrolladora,-12.108786,-77.0255908,13,4,16,19,2,8,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3378-altavista-aranibar-san-isidro-lima-lima-tale-inmobiliaria,-12.1082124,-77.0533631,8,2,7,3,0,3,19
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2877-torre-tale-primavera-etapa-i-san-borja-lima-lima-tale-inmobiliaria,-12.10778,-76.99242,6,6,8,18,0,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3374-buena-vista-211-san-borja-lima-lima-crearte-inmobiliaria,-12.1077566,-76.9798487,2,1,6,16,5,4,17
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2509-centrik-miraflores-lima-lima-inmobiliaria-ares,-12.1075448,-77.0293153,20,3,20,20,6,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2985-toscanini-san-borja-lima-lima-rb-arquitectura,-12.1074743,-76.996929,7,1,10,20,0,8,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2097-flow-living-apartments-surquillo-lima-lima-lider,-12.1074501,-77.0162728,5,3,13,7,4,3,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3476-element-surquillo-lima-lima-edifica,-12.1070621,-77.0160519,7,3,13,7,4,4,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3372-residencial-lobo-san-borja-lima-lima-grupo-dicon,-12.106591,-76.9846506,1,0,2,10,1,2,11
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2671-sq-work-living-apartments-surquillo-lima-lima-hl-desarrollos-inmobiliarios,-12.1063921,-77.0267994,20,3,18,17,4,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2310-calle26-san-isidro-lima-lima-rb-arquitectura,-12.1061123,-77.0141795,10,4,12,5,5,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3548-sevilla-371-miraflores-lima-lima-grupo-edifikarte,-12.1060016,-77.028029,20,2,20,20,5,13,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3194-arequipa-avenue-4015-miraflores-lima-lima-grupo-edifikarte,-12.1058737,-77.030991,20,1,18,20,6,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2475-casaparq-monterrico-ii-santiago-de-surco-lima-lima-cissac,-12.1058503,-76.9785503,2,1,6,12,0,2,8
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3464-casaparq-monterrico-iii-view-santiago-de-surco-lima-lima-cissac,-12.1058503,-76.9785503,2,1,6,12,0,2,8
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3606-boulevard-san-borja-lima-lima-baumhaus,-12.1058405,-76.9918103,1,3,5,7,0,0,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3586-tello-136-miraflores-lima-lima-canny-arquitectos,-12.1057404,-77.0286887,20,2,20,20,7,12,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2297-roof-garden-barrenechea-san-borja-lima-lima-evergran-grupo-inmobiliario,-12.1053391,-77.010845,9,1,0,12,1,4,20
https://nexoinmobiliario.pe/proyecto/venta-de-oficina-1488-iq-surco-oficinas-santiago-de-surco-lima-lima-grupo-t-c,-12.104919,-76.9708037,18,3,6,11,1,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3112-luxo-san-isidro-lima-lima-urbana-perú,-12.1047374,-77.0384782,6,4,6,11,2,17,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2868-residencial-halcones-iii-surquillo-lima-lima-oled-inmobiliaria,-12.1046239,-77.0216109,12,2,9,12,5,8,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3030-look-feel-etapa-2-santiago-de-surco-lima-lima-grupo-t-c,-12.1045321,-76.9663178,1,0,6,8,8,2,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2725-distrito-34-etapa-2-surquillo-lima-lima-grupo-lar,-12.1040307,-77.0184517,19,4,14,8,6,9,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2803-edificio-nitoa-5-surquillo-lima-lima-vitain,-12.1037171,-77.0218995,19,2,7,13,3,9,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3240-alba-san-isidro-lima-lima-zafira-inmobiliaria,-12.1034057,-77.0576884,8,0,14,19,1,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3068-centric-surquillo-lima-lima-ghs-constructora,-12.1028562,-77.0214122,20,2,6,13,5,10,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3313-la-fuente-281-san-isidro-lima-lima-tale-inmobiliaria,-12.1028277,-77.0566375,8,1,14,20,2,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2785-torre-paino-surquillo-lima-lima-tale-inmobiliaria,-12.1027103,-77.0239296,17,1,5,20,2,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1478-look-and-feel-santiago-de-surco-lima-lima-grupo-t-c,-12.1026544,-76.9705191,20,3,5,7,3,10,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2626-arandanos-aramburu-surquillo-lima-lima-abril-grupo-inmobiliario,-12.1025107,-77.0177182,18,5,12,12,7,10,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2314-aquilaria-san-isidro-lima-lima-abril-grupo-inmobiliario,-12.1024503,-77.0583353,6,1,14,19,2,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3258-albamar-oasis-surquillo-lima-lima-albamar-grupo-inmobiliario,-12.1024468,-77.021738,20,1,4,14,3,10,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3323-aramburu-living-san-isidro-lima-lima-grupo-t-c,-12.102394,-77.0248317,15,1,5,16,2,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2470-edificio-nitoa-4-surquillo-lima-lima-vitain,-12.1022439,-77.020318,17,2,9,11,6,9,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3569-aramburu-971-san-isidro-lima-lima-qolono-inmobiliaria,-12.1018694,-77.0201957,16,2,9,10,5,9,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3236-wow-santiago-de-surco-lima-lima-arquimia,-12.1015576,-76.9648008,1,1,4,12,8,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1689-muv-santiago-de-surco-lima-lima-arquimia,-12.1015576,-76.9648008,1,1,4,12,8,5,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3415-perez-walk-magdalena-del-mar-lima-lima-fortem-gestora-inmobiliaria,-12.1014973,-77.0595471,5,1,15,17,2,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2390-sbs-1155-san-borja-lima-lima-my-home,-12.1014964,-76.9909602,3,3,4,9,1,8,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2685-verona-sbs-586-san-borja-lima-lima-grupo-binda,-12.1014366,-77.0028463,10,2,12,20,1,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3173-sena-san-borja-lima-lima-ee-inmobiliaria,-12.1014182,-77.0032819,10,2,11,20,1,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2905-bravo-san-borja-lima-lima-grupo-mg,-12.1012015,-77.0094321,13,3,1,14,2,4,15
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3616-golondrinas-san-isidro-lima-lima-baumhaus,-12.1008641,-77.0214791,18,3,7,16,4,15,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2695-blue-san-isidro-lima-lima-esparq-inversiones,-12.100848,-77.0274126,20,1,7,20,4,17,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3539-delamar-magdalena-del-mar-lima-lima-franco-grupo-inmobiliario,-12.1002221,-77.0625963,5,1,7,13,0,1,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3502-eterna-san-isidro-lima-lima-zafira-inmobiliaria,-12.1001193,-77.0373768,1,3,7,10,3,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3319-san-borja-sur-985-san-borja-lima-lima-ee-inmobiliaria,-12.1000763,-76.9932627,5,3,5,11,1,5,19
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3257-central-site-san-isidro-lima-lima-madrid-inmobiliaria,-12.0997663,-77.031543,17,3,19,20,4,12,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3330-beside-santiago-de-surco-lima-lima-redbay-inmobiliaria,-12.0994099,-76.9708295,17,3,8,9,5,12,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3408-polo-hunt-santiago-de-surco-lima-lima-ee-inmobiliaria,-12.0992566,-76.9667702,6,2,5,11,2,8,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3395-las-lomas-residencial-ecoamigable-rimac-lima-lima-besco,-12.0987745,-76.9622004,2,2,0,11,1,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2436-ativa-fase-1-santiago-de-surco-lima-lima-cosapi,-12.0982221,-76.9717313,13,3,9,8,7,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3222-ativa-fase-2-santiago-de-surco-lima-lima-cosapi,-12.0982221,-76.9717313,13,3,9,8,7,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2800-derby-182-santiago-de-surco-lima-lima-v-v-grupo-inmobiliario,-12.0980557,-76.9718456,13,3,9,8,7,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2459-el-bosque-san-borja-lima-lima-ee-inmobiliaria,-12.0973776,-77.0102592,15,4,3,11,3,6,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria,-12.0972463,-77.055202,7,0,13,9,4,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2077-canaval-185-san-isidro-lima-lima-senda,-12.0967221,-77.0237356,4,8,17,17,3,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3635-itaca-magdalena-del-mar-lima-lima-ifi-inmobiliaria,-12.0964012,-77.0599387,10,2,11,20,7,10,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3566-s29-etapa-ii-magdalena-del-mar-lima-lima-llosa-edificaciones-urban,-12.096069,-77.0551408,14,1,20,11,6,13,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2258-s29-magdalena-del-mar-lima-lima-llosa-edificaciones-urban,-12.096069,-77.0551408,14,1,20,11,6,13,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2746-montpellier-magdalena-del-mar-lima-lima-inhouse,-12.0958412,-77.0611516,12,1,7,20,5,8,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2621-basadre-1310-san-isidro-lima-lima-fundamenta,-12.0957467,-77.0450445,3,1,11,13,4,13,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,-12.0956057,-76.9882326,1,1,0,10,0,2,2
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3359-insight-san-isidro-lima-lima-conforta-inmobiliaria,-12.0955087,-77.0128064,15,5,3,11,3,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes,-12.0954851,-77.0409586,3,1,11,14,3,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3403-aliaga-442-magdalena-del-mar-lima-lima-vive-plm,-12.0953729,-77.0593799,11,1,11,20,8,9,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1075-gallery-san-isidro-lima-lima-grupo-t-c,-12.0953578,-77.0536753,13,0,20,11,6,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2306-villa-convivium-2-magdalena-del-mar-lima-lima-grupo-caral,-12.0953118,-77.0722883,4,6,20,20,2,15,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3023-niza-san-borja-lima-lima-ee-inmobiliaria,-12.0952034,-77.007888,19,3,3,13,0,2,17
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3180-mum-363-magdalena-del-mar-lima-lima-tale-inmobiliaria,-12.0951667,-77.0552995,17,1,20,14,8,12,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3475-oliva-san-isidro-lima-lima-maas-inmobiliaria,-12.0951549,-77.0223631,3,8,16,17,4,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2056-invent-juan-de-aliaga-magdalena-del-mar-lima-lima-invent,-12.0950751,-77.0597203,11,1,10,20,6,9,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2607-edificio-orizzon-2-magdalena-del-mar-lima-lima-vitain,-12.0949638,-77.0681888,12,3,20,20,1,16,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1654-aliaga-garden-magdalena-del-mar-lima-lima-evergran-grupo-inmobiliario,-12.0948486,-77.0589031,20,1,15,20,8,9,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3634-kaia-magdalena-del-mar-lima-lima-inizia-inmobiliaria,-12.0948148,-77.0753221,3,5,20,20,1,7,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3426-eco-style-etapa-2-magdalena-del-mar-lima-lima-fundamenta,-12.0946539,-77.055976,20,1,20,14,8,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2476-eco-style-magdalena-del-mar-lima-lima-fundamenta,-12.0946539,-77.055976,20,1,20,14,8,11,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2918-aliaga-garden-etapa-2-magdalena-del-mar-lima-lima-evergran-grupo-inmobiliario,-12.0946515,-77.0593396,20,1,11,20,7,10,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3167-hometown-condominio-san-borja-lima-lima-esparq-inversiones,-12.0940646,-76.989417,2,1,0,9,0,1,2
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3674-residencial-isanor-iii-san-borja-lima-lima-davsol,-12.0938016,-77.0011278,6,0,6,15,0,13,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2933-the-lead-san-isidro-lima-lima-edifica,-12.093732,-77.0266056,7,10,20,20,9,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3320-fontana-san-borja-lima-lima-ee-inmobiliaria,-12.0936213,-76.9938586,6,2,5,15,2,10,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1415-edificio-vista-brasil-magdalena-del-mar-lima-lima-grupo-mg,-12.0936032,-77.0694654,14,7,20,20,2,20,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2242-vielha-magdalena-del-mar-lima-lima-brazil-grupo-inmobiliario,-12.0935976,-77.0674006,16,3,20,20,2,16,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2110-sb-norte-1189-san-borja-lima-lima-evergran-grupo-inmobiliario,-12.093442,-76.9926012,2,3,3,15,2,10,20
https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2281-nobel-magdalena-del-mar-lima-lima-amma-inmobiliaria,-12.0931465,-77.0598143,20,3,19,20,6,9,20
