inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id,fecha,medidas,tipo,dormitorios
ODIMA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/odima-srl/logo-374-20231027061809.jpg,KAIZEN,En Construcción,419000,Av. Cayetano Heredia 757 - Jesús María,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2887-kaizen-jesus-maria-lima-lima-odima-inmobiliaria,https://e.nexoinmobiliario.pe/customers/odima-srl/2887-kaizen/departamentos-jesus-maria-649b02661f26a_xm.jpg,Jesus Maria,150113,"30 de Abril, 2025",58.05 a 80.67 m2,Departamento,2 a 3 dormitorios
FLAT,https://e.nexoinmobiliario.pe/customers/flat-inmobiliaria/logo-18-20231027061757.jpg,CAMPO MARTE,En Construcción,275000,Jr. Mogaburos 216 Esquina con Arnaldo Marquez,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2893-campo-marte-jesus-maria-lima-lima-flat,https://e.nexoinmobiliario.pe/customers/flat-inmobiliaria/2893-campo-marte/departamentos-jesus-maria-669c219f98eb9_xm.jpg,Jesus Maria,150113,"30 de Noviembre, 2025",40.40 a 114.29 m2,Departamento,1 a 3 dormitorios
LIMA METRO CUADRADO,https://e.nexoinmobiliario.pe/customers/lima-moderna-inmobiliaria-s-a-c/logo-492-20240705151101.jpeg,More +,En Construcción,286957,Av. Gral. Eugenio Garzón 2022,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2930-more-jesus-maria-lima-lima-lima-metro-cuadrado,https://e.nexoinmobiliario.pe/customers/lima-moderna-inmobiliaria-s-a-c/2930-more/departamentos-jesus-maria-66e9e7e44e968_xm.jpg,Jesus Maria,150113,"30 de Abril, 2025",41.70 a 135.60 m2,Departamento,1 a 3 dormitorios
MADRID INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/logo-61-20240628103015.jpg,Park Side,En Construcción,435000,Jr. Río de Janeiro 400,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2961-park-side-jesus-maria-lima-lima-madrid-inmobiliaria,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/2961-madrid-park-side/departamentos-jesus-maria-649c4bc951065_xm.jpg,Jesus Maria,150113,"31 de Octubre, 2025",59.07 a 98.16 m2,Departamento,2 a 3 dormitorios
BECA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/beca-inversiones-y-proyectos-s-a-c/logo-480-20231027061813.jpg,Eighth Avenue,En Construcción,401600,Calle Estados Unidos 831,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2962-eighth-avenue-jesus-maria-lima-lima-beca-inmobiliaria,https://e.nexoinmobiliario.pe/customers/beca-inversiones-y-proyectos-s-a-c/2962-eighth-avenue/departamentos-jesus-maria-651d89e61f236_xm.jpg,Jesus Maria,150113,"31 de Julio, 2025",40.98 a 112.75 m2,Departamento,1 a 3 dormitorios
MAHPSA  CORPORACION INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/mahpsa-corporacion-inmobiliaria-sac/logo-496-20231027061815.jpg,Eugenio Garzón,Entrega Inmediata,542525,Av. Gral. Eugenio Garzón 1535,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2963-eugenio-garzon-jesus-maria-lima-lima-mahpsa--corporacion-inmobiliaria,https://e.nexoinmobiliario.pe/customers/mahpsa-corporacion-inmobiliaria-sac/2963-eugenio-garzon/departamentos-jesus-maria-6491eb2a4c384_xm.jpg,Jesus Maria,150113,"30 de Diciembre, 2022",75.05 a 76.80 m2,Departamento,3 a 3 dormitorios
INFINITY GROUP,https://e.nexoinmobiliario.pe/customers/infinity-group/logo-497-20231027061815.jpg,Vía Excluzzivo,En Construcción,535000,Calle estados unidos 845,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2982-via-excluzzivo-jesus-maria-lima-lima-infinity-group,https://e.nexoinmobiliario.pe/customers/infinity-group/2982-via-excluzzivo/departamentos-jesus-maria-649ca4fe60c56_xm.jpg,Jesus Maria,150113,"28 de Febrero, 2025",58.70 a 104.68 m2,Departamento,2 a 3 dormitorios
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Tizón y Bueno,En Construcción,377778,Tizon Y Bueno 160,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3002-tizon-y-bueno-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3002-tizon-y-bueno/departamentos-jesus-maria-675c7a352eff0_xm.jpg,Jesus Maria,150113,"30 de Abril, 2025",46.56 a 132.18 m2,Departamento,1 a 3 dormitorios
CIUDARIS,https://e.nexoinmobiliario.pe/customers/ciudaris/logo-20-20231027061758.jpg,CIUDARIS I ÁMATI,En Construcción,415000,Jr. Inca Ripac 326,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3005-ciudaris-i-amati-jesus-maria-lima-lima-ciudaris,https://e.nexoinmobiliario.pe/customers/ciudaris/3005-ciudaris-i-amati/departamentos-jesus-maria-67093acd32f17_xm.jpg,Jesus Maria,150113,"30 de Junio, 2025",47.90 a 102.95 m2,Departamento,1 a 3 dormitorios
VITTORIA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/grupo-victoria/logo-500-20240815120014.png,MAYTACAPAC1276,Entrega Inmediata,599000,Jr. Mayta Capac 1276,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3020-maytacapac1276-jesus-maria-lima-lima-vittoria-inmobiliaria,https://e.nexoinmobiliario.pe/customers/grupo-victoria/3020-maytacapac1276/departamentos-jesus-maria-66e327c9111c8_xm.jpg,Jesus Maria,150113,"31 de Enero, 2025",80.00 a 80.00 m2,Departamento,2 a 2 dormitorios
MUNDO VERDE,https://e.nexoinmobiliario.pe/customers/inmobiliaria-mundo-verde/logo-156-20231027061802.jpg,EDIFICIO GARIBALDI,En Construcción,516800,Jr. Huáscar 2117,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3056-edificio-garibaldi-jesus-maria-lima-lima-mundo-verde,https://e.nexoinmobiliario.pe/customers/inmobiliaria-mundo-verde/3056-edificio-garibaldi/departamentos-jesus-maria-64dfdb0a9feef_xm.jpg,Jesus Maria,150113,"31 de Enero, 2025",59.89 a 67.64 m2,Departamento,2 a 3 dormitorios
ACTUAL,https://e.nexoinmobiliario.pe/customers/actual-inmobiliaria/logo-86-20231027061800.jpg,San Felipe,En Construcción,343250,"Av San Felipe N°890 Esq. con Jr. Luis Sanchez Cerro, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3060-san-felipe-jesus-maria-lima-lima-actual,https://e.nexoinmobiliario.pe/customers/actual-inmobiliaria/3060-san-felipe/departamentos-jesus-maria-66a17fbae037a_xm.jpg,Jesus Maria,150113,"30 de Abril, 2026",41.16 a 79.21 m2,Departamento,1 a 3 dormitorios
VIVANS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/vivans-inmobiliaria/logo-516-20231027061818.jpg,Propio,Entrega Inmediata,537500,"Jr. Camilo Carrillo 214 esquina con Mariscal Miller, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3115-propio-jesus-maria-lima-lima-vivans-inmobiliaria,https://e.nexoinmobiliario.pe/customers/vivans-inmobiliaria/3115-propio/departamentos-jesus-maria-65a83a9f75984_xm.jpg,Jesus Maria,150113,"31 de Julio, 2023",75.45 a 82.94 m2,Departamento,3 a 3 dormitorios
DITRENZZO,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/logo-306-20240527102650.png,LUCE,En Construcción,530000,Jirón Huáscar 2170,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3181-luce-jesus-maria-lima-lima-ditrenzzo,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/3181-luce/departamentos-jesus-maria-670049791c8ae_xm.jpg,Jesus Maria,150113,"31 de Agosto, 2025",60.38 a 132.79 m2,Departamento,2 a 3 dormitorios
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Edificio Urbanzen,En Construcción,366667,Jr. Estados Unidos 405 - Jesús María,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3207-edificio-urbanzen-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3207-edificio-urbanzen/departamentos-jesus-maria-675c7683dd49f_xm.jpg,Jesus Maria,150113,"31 de Marzo, 2026",41.92 a 112.69 m2,Departamento,1 a 3 dormitorios
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Girasol,En Construcción,292976,"Av. Mello Franco 341, Jesús María 15072",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3208-girasol-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3208-girasol/departamentos-jesus-maria-65e1ecafd53ce_xm.jpg,Jesus Maria,150113,"31 de Julio, 2026",40.41 a 67.25 m2,Departamento,1 a 3 dormitorios
INFINITY GROUP,https://e.nexoinmobiliario.pe/customers/infinity-group/logo-497-20231027061815.jpg,La Rosa Park,En Planos,395000,Quiñones 102,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3238-la-rosa-park-jesus-maria-lima-lima-infinity-group,https://e.nexoinmobiliario.pe/customers/infinity-group/3238-la-rosa-park/departamentos-jesus-maria-6646547f2eb35_xm.jpg,Jesus Maria,150113,"31 de Diciembre, 2025",40.43 a 151.76 m2,Departamento,1 a 3 dormitorios
GRANADERO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/granadero-inmobilaria/logo-182-20231027061802.jpg,New One,En Construcción,324956,"Av 6 de agosto 409, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3242-new-one-jesus-maria-lima-lima-granadero-inmobiliaria,https://e.nexoinmobiliario.pe/customers/granadero-inmobilaria/3242-new-one/departamentos-san-miguel-65ba5f3cab54c_xm.jpg,Jesus Maria,150113,"31 de Mayo, 2025",41.78 a 118.35 m2,Departamento,1 a 3 dormitorios
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20231027061800.jpg,Camelia,En Construcción,258300,Av. 28 de julio 340,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3253-camelia-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/3253-camelia/departamentos-jesus-maria-675c95a32ce50_xm.jpg,Jesus Maria,150113,"30 de Abril, 2026",38.73 a 75.15 m2,Departamento,1 a 3 dormitorios
STELLA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/logo-398-20231027061810.jpg,RESIDENCIAL ORION,En Planos,282510,Jiron Lloque Yupanqui 1240,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3282-residencial-orion-jesus-maria-lima-lima-stella-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/3282-residencial-orion/departamentos-jesus-maria-65f0b676da698_xm.jpg,Jesus Maria,150113,"30 de Abril, 2026",40.81 a 110.78 m2,Departamento,1 a 3 dormitorios
DITRENZZO,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/logo-306-20240527102650.png,EPIK,En Construcción,350538,Av. Garibaldi 217,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3294-epik-jesus-maria-lima-lima-ditrenzzo,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/3294-epik/departamentos-jesus-maria-670049344a2f6_xm.jpg,Jesus Maria,150113,"01 de Diciembre, 2025",40.66 a 61.35 m2,Departamento,1 a 2 dormitorios
ALBAMAR GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/logo-108-20231027061800.jpg,Albamar | Paseo Paz,En Planos,369100,"Av Cuba 500, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3296-albamar-paseo-paz-jesus-maria-lima-lima-albamar-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/inmobiliaria-albamar-sac/3296-albamar-paseo-paz/departamentos-jesus-maria-672e46a899f36_xm.jpg,Jesus Maria,150113,"30 de Junio, 2026",53.21 a 79.33 m2,Departamento,2 a 3 dormitorios
ARTECO,https://e.nexoinmobiliario.pe/customers/arteco/logo-21-20231027061758.jpg,DuMont,En Planos,367000,Av. República de Chile 675,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3312-dumont-jesus-maria-lima-lima-arteco,https://e.nexoinmobiliario.pe/customers/arteco/3312-dumont/departamentos-jesus-maria-66eb006f09138_xm.jpg,Jesus Maria,150113,"30 de Mayo, 2026",57.26 a 69.44 m2,Departamento,2 a 3 dormitorios
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Edificio Fenix,En Planos,347730,"Av. Mello Franco 365, Jesus Maria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3324-edificio-fenix-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3324-edificio-fenix/departamentos-jesus-maria-675c73ea4d98c_xm.jpg,Jesus Maria,150113,"31 de Julio, 2026",52.35 a 137.81 m2,Departamento,1 a 3 dormitorios
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Edificio Sialia,En Planos,270222,"Av. 6 de Agosto 1184, Jesús María",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3325-edificio-sialia-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3325-edificio-sialia/departamentos-jesus-maria-675c6f414ead7_xm.jpg,Jesus Maria,150113,"31 de Mayo, 2027",40.00 a 150.71 m2,Departamento,1 a 3 dormitorios
TORATTO GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/logo-381-20231027061809.jpg,VERNAZZA,En Planos,337744,JIRON INCA RIPAC Nº 338,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3328-vernazza-jesus-maria-lima-lima-toratto-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/3328-vernazza/departamentos-jesus-maria-672a9d3fbb488_xm.jpg,Jesus Maria,150113,"28 de Febrero, 2026",38.38 a 167.22 m2,Departamento,1 a 3 dormitorios
MAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/maxx-grupo-inmobiliario-sac/logo-289-20241120145530.jpg,PRADA,En Planos,425000,AV TIZON Y BUENO 639,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3336-prada-jesus-maria-lima-lima-maxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/maxx-grupo-inmobiliario-sac/3336-prada/departamentos-jesus-maria-67196e926a64a_xm.jpg,Jesus Maria,150113,"21 de Diciembre, 2025",54.00 a 88.00 m2,Departamento,2 a 3 dormitorios
BALANCE GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/balance-grupo-inmobiliario/logo-304-20231027061807.jpg,GUISSE 1060,En Planos,281000,Jiron Almte. Jorge Martin Guisse 1060,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3339-guisse-1060-jesus-maria-lima-lima-balance-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/balance-grupo-inmobiliario/3339-guisse-1060/departamentos-jesus-maria-66f1d923da50a_xm.jpg,Jesus Maria,150113,"28 de Febrero, 2026",37.34 a 86.43 m2,Departamento,1 a 3 dormitorios
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20231027061800.jpg,Máximo Abril,En Planos,353900,Calle Máximo Abril 576,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3347-maximo-abril-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/3347-maximo-abril/departamentos-jesus-maria-675c96d0b394d_xm.jpg,Jesus Maria,150113,"30 de Noviembre, 2026",56.55 a 80.38 m2,Departamento,2 a 3 dormitorios
LUGANO,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/logo-17-20231027061757.jpg,EDIFICIO BLEND,En Planos,250800,AVENIDA HORACIO URTEAGA 1060,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3362-edificio-blend-jesus-maria-lima-lima-lugano,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/3362-edificio-blend/departamentos-jesus-maria-665f25276a83d_xm.jpg,Jesus Maria,150113,"31 de Diciembre, 2026",40.00 a 139.10 m2,Departamento,1 a 4 dormitorios
GRUPO SOL,https://e.nexoinmobiliario.pe/customers/gadal-inversiones-sac/logo-250-20231027061804.jpg,NUOVA VITA,En Construcción,472000,Jr. Cahuide 971 Jesús María,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3371-nuova-vita-jesus-maria-lima-lima-grupo-sol,https://e.nexoinmobiliario.pe/customers/gadal-inversiones-sac/3371-nuova-vita/departamentos-jesus-maria-66d78245401de_xm.jpg,Jesus Maria,150113,"31 de Octubre, 2025",61.00 a 147.68 m2,Departamento,2 a 4 dormitorios
IFI INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ifi-jetza/logo-409-20231027061810.jpg,NAXOS,En Planos,339000,Jr Huascar 1787,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3376-naxos-jesus-maria-lima-lima-ifi-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ifi-jetza/3376-naxos/departamentos-jesus-maria-671fd33b56b1e_xm.jpg,Jesus Maria,150113,"31 de Diciembre, 2025",43.00 a 114.00 m2,Departamento,1 a 3 dormitorios
CIUDARIS,https://e.nexoinmobiliario.pe/customers/ciudaris/logo-20-20231027061758.jpg,CIUDARIS I MONET,En Planos,362000,Av. General Santa Cruz 708,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3379-ciudaris-i-monet-jesus-maria-lima-lima-ciudaris,https://e.nexoinmobiliario.pe/customers/ciudaris/3379-ciudaris-i-monet/departamentos-jesus-maria-67093b3178826_xm.jpg,Jesus Maria,150113,"30 de Abril, 2026",34.85 a 156.75 m2,Departamento,1 a 3 dormitorios
LUGANO,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/logo-17-20231027061757.jpg,ZENNA,En Planos,321771,Av general santa cruz 550,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3386-zenna-jesus-maria-lima-lima-lugano,https://e.nexoinmobiliario.pe/customers/proyectos-y-construcciones-lugano-sac/3386-zenna/departamentos-jesus-maria-6690519917e16_xm.jpg,Jesus Maria,150113,"30 de Junio, 2026",42.96 a 83.66 m2,Departamento,1 a 3 dormitorios
DITRENZZO,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/logo-306-20240527102650.png,HUASCAR,En Planos,424468,Jr. Huáscar 2162,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3396-huascar-jesus-maria-lima-lima-ditrenzzo,https://e.nexoinmobiliario.pe/customers/ditrenzzo-18-sac/3396-huascar/departamentos-jesus-maria-670049ce2caca_xm.jpg,Jesus Maria,150113,"31 de Marzo, 2026",46.08 a 166.77 m2,Departamento,1 a 3 dormitorios
MARTE,https://e.nexoinmobiliario.pe/customers/marte-grupo-inmobiliario/logo-60-20231027061759.jpg,Zircon,En Planos,608525,Jr. Nazca 704,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3397-zircon-jesus-maria-lima-lima-marte,https://e.nexoinmobiliario.pe/customers/marte-grupo-inmobiliario/3397-zircon/departamentos-jesus-maria-67615a2e0be80_xm.jpg,Jesus Maria,150113,"31 de Diciembre, 2026",41.04 a 156.98 m2,Departamento,2 a 3 dormitorios
GRUPO CYGNUS,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/logo-31-20241216094220.jpg,Alicanto,En Planos,282678,Jr. General Canterac 279 283 Jesús María,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3398-alicanto-jesus-maria-lima-lima-grupo-cygnus,https://e.nexoinmobiliario.pe/customers/constructora-cygnus-s-a-c/3398-alicanto/departamentos-jesus-maria-675c6c975b411_xm.jpg,Jesus Maria,150113,"31 de Marzo, 2026",39.38 a 151.47 m2,Departamento,1 a 3 dormitorios
FORTEM GESTORA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria-sac/logo-549-20240722115859.png,NEO LLOQUE,En Planos,311600,Jr. Lloque Yupanqui 1241,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3414-neo-lloque-jesus-maria-lima-lima-fortem-gestora-inmobiliaria,https://e.nexoinmobiliario.pe/customers/fortem-gestora-inmobiliaria-sac/3414-neo-lloque/departamentos-jesus-maria-66ad4d3fe2562_xm.jpg,Jesus Maria,150113,"30 de Junio, 2026",39.55 a 134.35 m2,Departamento,1 a 3 dormitorios
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20240917125426.jpg,Cannelle,En Planos,374486,Av de la Policía 603,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3472-cannelle-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3472-cannelle/departamentos-jesus-maria-67329c4186995_xm.jpg,Jesus Maria,150113,"31 de Octubre, 2026",49.74 a 133.80 m2,Departamento,1 a 3 dormitorios
BRAZIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/constructora-e-inmobiliaria-brazil-sac/logo-263-20231027061805.jpg,Alejandria,En Planos,306101,Jirón Capac Yupanqui  a076  ( 1057-1059 ),https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3485-alejandria-jesus-maria-lima-lima-brazil-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/constructora-e-inmobiliaria-brazil-sac/3485-alejandria/departamentos-jesus-maria-6703f98ae00a5_xm.jpg,Jesus Maria,150113,"31 de Marzo, 2026",40.25 a 156.83 m2,Departamento,1 a 4 dormitorios
VITTORIA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/grupo-victoria/logo-500-20240815120014.png,TALARA702,En Planos,264500,talara 702,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3500-talara702-jesus-maria-lima-lima-vittoria-inmobiliaria,https://e.nexoinmobiliario.pe/customers/grupo-victoria/3500-talara702/departamentos-jesus-maria-6734e3ae4a74f_xm.jpg,Jesus Maria,150113,"31 de Julio, 2026",35.34 a 113.15 m2,Departamento,1 a 3 dormitorios
