inmobiliaria_nombre,proyecto_nombre,proyecto_etapa,proyecto_direccion,proyecto_distrito,ubigeo_id,latitude,longitude,hospital,supermarket,transit_station,school,university,bank,restaurant,fecha,proyecto_tipo,proyecto_medidas,proyecto_dormitorios,dep_disponibilidad,dep_piso,dep_dormitorios,dep_area,dep_modelo,dep_precio
FAI INMOBILIARIA,Proyecto Vanguardia,En Construcción,Av del Ejercito 251 Magdalena,Magdalena Del Mar,150120,-12.117974,-77.0440571,6,6,6,6,6,6,6,"31 de Agosto, 2026",Departamento,42.17 a 94.46 m2,1 a 3 dormitorios,1 unidad disponible,16,3 dorm.,72.20 m2,ATIPICO X3,563802
FAI INMOBILIARIA,Proyecto Vanguardia,En Construcción,Av del Ejercito 251 Magdalena,Magdalena Del Mar,150120,-12.117974,-77.0440571,6,6,6,6,6,6,6,"31 de Agosto, 2026",Departamento,42.17 a 94.46 m2,1 a 3 dormitorios,1 unidad disponible,16,2 dorm.,66.06 m2,ATIPICO X7,446093
VITAIN,Edificio Orizzon 2,Entrega Inmediata,Jirón Daniel Carrión 110,Magdalena Del Mar,150120,-12.0949638,-77.0681888,12,12,12,12,12,12,12,"30 de Septiembre, 2024",Departamento,67.97 a 156.63 m2,3 a 3 dormitorios,2 unidades disponibles,4 y 8,3 dorm.,76.02 m2,DPTO TIPO 3-A,620000
VITAIN,Edificio Orizzon 2,Entrega Inmediata,Jirón Daniel Carrión 110,Magdalena Del Mar,150120,-12.0949638,-77.0681888,12,12,12,12,12,12,12,"30 de Septiembre, 2024",Departamento,67.97 a 156.63 m2,3 a 3 dormitorios,3 unidades disponibles,"4, 9, 11",3 dorm.,67.97 m2,DPTO TIPO 6,526000
VITAIN,Edificio Orizzon 2,Entrega Inmediata,Jirón Daniel Carrión 110,Magdalena Del Mar,150120,-12.0949638,-77.0681888,12,12,12,12,12,12,12,"30 de Septiembre, 2024",Departamento,67.97 a 156.63 m2,3 a 3 dormitorios,1 unidad disponible,5,3 dorm.,77.18 m2,DPTO TIPO 1-B,603000
IMAGINA,Concepto Style,En Construcción,Av. Pershing 820,Magdalena Del Mar,150120,-12.0911593,-77.0565588,20,20,20,20,20,20,20,"30 de Abril, 2025",Departamento,42.84 a 84.35 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 10 al 22,1 dorm.,44.07 m2,1.5 Dormitorio + Kitchenette,388864
IMAGINA,Concepto Style,En Construcción,Av. Pershing 820,Magdalena Del Mar,150120,-12.0911593,-77.0565588,20,20,20,20,20,20,20,"30 de Abril, 2025",Departamento,42.84 a 84.35 m2,1 a 3 dormitorios,20 unidades disponibles,Entre 8 al 22,2 dorm.,53.81 m2,2 Dormitorios + Kitchenette,442274
IMAGINA,Concepto Style,En Construcción,Av. Pershing 820,Magdalena Del Mar,150120,-12.0911593,-77.0565588,20,20,20,20,20,20,20,"30 de Abril, 2025",Departamento,42.84 a 84.35 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 14 al 22,1 dorm.,42.84 m2,1 Dormitorio + Kitchenette,379848
IMAGINA,Concepto Style,En Construcción,Av. Pershing 820,Magdalena Del Mar,150120,-12.0911593,-77.0565588,20,20,20,20,20,20,20,"30 de Abril, 2025",Departamento,42.84 a 84.35 m2,1 a 3 dormitorios,14 unidades disponibles,Entre 2 al 22,3 dorm.,71.91 m2,3 Dormitorios + Cocina,613872
SAN CHARBEL EDIFICACIONES,BE/,En Construcción,Av. Brasil 3198 cruce con Jr. Ayacucho,Magdalena Del Mar,150120,-12.0888232,-77.0652178,16,16,16,16,16,16,16,"30 de Septiembre, 2025",Departamento,27.34 a 77.05 m2,1 a 3 dormitorios,2 unidades disponibles,3 y 5,3 dorm.,77.05 m2,TIPO 1A,512948
SAN CHARBEL EDIFICACIONES,BE/,En Construcción,Av. Brasil 3198 cruce con Jr. Ayacucho,Magdalena Del Mar,150120,-12.0888232,-77.0652178,16,16,16,16,16,16,16,"30 de Septiembre, 2025",Departamento,27.34 a 77.05 m2,1 a 3 dormitorios,1 unidad disponible,6,3 dorm.,67.92 m2,TIPO 5A,494808
SAN CHARBEL EDIFICACIONES,BE/,En Construcción,Av. Brasil 3198 cruce con Jr. Ayacucho,Magdalena Del Mar,150120,-12.0888232,-77.0652178,16,16,16,16,16,16,16,"30 de Septiembre, 2025",Departamento,27.34 a 77.05 m2,1 a 3 dormitorios,2 unidades disponibles,3 y 4,3 dorm.,68.53 m2,TIPO 6A,475199
SAN CHARBEL EDIFICACIONES,BE/,En Construcción,Av. Brasil 3198 cruce con Jr. Ayacucho,Magdalena Del Mar,150120,-12.0888232,-77.0652178,16,16,16,16,16,16,16,"30 de Septiembre, 2025",Departamento,27.34 a 77.05 m2,1 a 3 dormitorios,4 unidades disponibles,"6, 7, 8, 12",2 dorm.,55.56 m2,TIPO 7,392000
SAN CHARBEL EDIFICACIONES,BE/,En Construcción,Av. Brasil 3198 cruce con Jr. Ayacucho,Magdalena Del Mar,150120,-12.0888232,-77.0652178,16,16,16,16,16,16,16,"30 de Septiembre, 2025",Departamento,27.34 a 77.05 m2,1 a 3 dormitorios,2 unidades disponibles,9 y 11,1 dorm.,27.34 m2,TIPO 3,237100
SAN CHARBEL EDIFICACIONES,BE/,En Construcción,Av. Brasil 3198 cruce con Jr. Ayacucho,Magdalena Del Mar,150120,-12.0888232,-77.0652178,16,16,16,16,16,16,16,"30 de Septiembre, 2025",Departamento,27.34 a 77.05 m2,1 a 3 dormitorios,3 unidades disponibles,"13, 16, 22",3 dorm.,67.22 m2,TIPO 6,480846
INHOUSE,Montpellier,En Construcción,"Jr. Sanchez Carrion 389, Magdalena",Magdalena Del Mar,150120,-12.0958412,-77.0611516,12,12,12,12,12,12,12,"31 de Enero, 2025",Departamento,97.00 a 97.00 m2,3 a 3 dormitorios,1 unidad disponible,4,3 dorm.,97.00 m2,301,970736
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,1 unidad disponible,2,1 dorm.,39.93 m2,201,372000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,1 unidad disponible,2,1 dorm.,40.36 m2,203,369000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,1 unidad disponible,2,1 dorm.,40.50 m2,204,370000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,1 unidad disponible,2,1 dorm.,39.50 m2,205,370000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,1 unidad disponible,2,2 dorm.,70.15 m2,206,569000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,8 unidades disponibles,Entre 3 al 23,2 dorm.,60.18 m2,Tipo 1,505000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,7 unidades disponibles,Entre 8 al 25,3 dorm.,83.10 m2,Tipo 2,716000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 3 al 25,3 dorm.,81.89 m2,Tipo 3,648000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,19 unidades disponibles,Entre 3 al 25,3 dorm.,78.15 m2,Tipo 4,604000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,17 unidades disponibles,Entre 3 al 25,3 dorm.,71.84 m2,Tipo 5,585000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,12 unidades disponibles,Entre 3 al 25,2 dorm.,63.30 m2,Tipo 6,519000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,16 unidades disponibles,Entre 3 al 25,1 dorm.,42.14 m2,Tipo 7,351000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,13 unidades disponibles,Entre 4 al 25,2 dorm.,55.54 m2,Tipo 8,435000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,19 unidades disponibles,Entre 3 al 25,2 dorm.,57.51 m2,Tipo 9,444000
V&V GRUPO INMOBILIARIO,ALIAGA 750,En Construcción,juan de aliaga 750,Magdalena Del Mar,150120,-12.0907771,-77.0577281,20,20,20,20,20,20,20,"31 de Julio, 2026",Departamento,39.50 a 83.10 m2,1 a 3 dormitorios,12 unidades disponibles,Entre 3 al 25,2 dorm.,57.03 m2,Tipo 10,433000
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,3,3 dorm.,83.83 m2,301,497140
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,3,2 dorm.,77.60 m2,302,466907
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,3,2 dorm.,91.87 m2,303,474598
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,3,1 dorm.,47.26 m2,305,285831
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,5 unidades disponibles,"9, 11, 12, 13, 14",3 dorm.,70.55 m2,X1,463609
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,5 unidades disponibles,"4, 5, 6, 9, 10",2 dorm.,64.55 m2,X2,453690
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,5 unidades disponibles,"4, 5, 6, 7, 8",2 dorm.,59.89 m2,X3,396120
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,6 unidades disponibles,Entre 5 al 11,3 dorm.,70.68 m2,X4,438622
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,2 unidades disponibles,5 y 6,1 dorm.,33.42 m2,X5,255863
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,12,2 dorm.,59.58 m2,1203,371383
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,12,2 dorm.,70.63 m2,1204,461665
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,13,2 dorm.,63.88 m2,1303,398080
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,13,1 dorm.,89.58 m2,1304,541523
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,14,2 dorm.,55.37 m2,1403,348788
PROMSAL,Entrenos,En Construcción,jr tacna 655,Magdalena Del Mar,150120,-12.0923329,-77.0721123,6,6,6,6,6,6,6,"30 de Septiembre, 2025",Departamento,33.42 a 91.87 m2,1 a 3 dormitorios,1 unidad disponible,14,1 dorm.,79.36 m2,1404,483998
EVERGRAN GRUPO INMOBILIARIO,Aliaga Garden - Etapa 2,En Construcción,Av. Juan de Aliaga 456,Magdalena Del Mar,150120,-12.0946515,-77.0593396,20,20,20,20,20,20,20,"31 de Mayo, 2025",Departamento,40.36 a 107.85 m2,1 a 3 dormitorios,17 unidades disponibles,Entre 3 al 22,3 dorm.,98.70 m2,X-01,840699
EVERGRAN GRUPO INMOBILIARIO,Aliaga Garden - Etapa 2,En Construcción,Av. Juan de Aliaga 456,Magdalena Del Mar,150120,-12.0946515,-77.0593396,20,20,20,20,20,20,20,"31 de Mayo, 2025",Departamento,40.36 a 107.85 m2,1 a 3 dormitorios,17 unidades disponibles,Entre 2 al 22,3 dorm.,101.83 m2,X-02,867350
EVERGRAN GRUPO INMOBILIARIO,Aliaga Garden - Etapa 2,En Construcción,Av. Juan de Aliaga 456,Magdalena Del Mar,150120,-12.0946515,-77.0593396,20,20,20,20,20,20,20,"31 de Mayo, 2025",Departamento,40.36 a 107.85 m2,1 a 3 dormitorios,15 unidades disponibles,Entre 2 al 21,3 dorm.,107.85 m2,X-03,918600
EVERGRAN GRUPO INMOBILIARIO,Aliaga Garden - Etapa 2,En Construcción,Av. Juan de Aliaga 456,Magdalena Del Mar,150120,-12.0946515,-77.0593396,20,20,20,20,20,20,20,"31 de Mayo, 2025",Departamento,40.36 a 107.85 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 9 al 22,3 dorm.,94.27 m2,X-04,819699
EVERGRAN GRUPO INMOBILIARIO,Aliaga Garden - Etapa 2,En Construcción,Av. Juan de Aliaga 456,Magdalena Del Mar,150120,-12.0946515,-77.0593396,20,20,20,20,20,20,20,"31 de Mayo, 2025",Departamento,40.36 a 107.85 m2,1 a 3 dormitorios,11 unidades disponibles,Entre 2 al 22,3 dorm.,84.47 m2,X-05,756505
EVERGRAN GRUPO INMOBILIARIO,Aliaga Garden - Etapa 2,En Construcción,Av. Juan de Aliaga 456,Magdalena Del Mar,150120,-12.0946515,-77.0593396,20,20,20,20,20,20,20,"31 de Mayo, 2025",Departamento,40.36 a 107.85 m2,1 a 3 dormitorios,18 unidades disponibles,Entre 2 al 22,3 dorm.,84.52 m2,X-06,734906
EVERGRAN GRUPO INMOBILIARIO,Aliaga Garden - Etapa 2,En Construcción,Av. Juan de Aliaga 456,Magdalena Del Mar,150120,-12.0946515,-77.0593396,20,20,20,20,20,20,20,"31 de Mayo, 2025",Departamento,40.36 a 107.85 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 2 al 21,1 dorm.,40.36 m2,X-07,370000
RB ARQUITECTURA,Prado 1324,En Planos,JR. LEONCIO PRADO 1324,Magdalena Del Mar,150120,-12.0858589,-77.0705334,6,6,6,6,6,6,6,"15 de Julio, 2025",Departamento,40.43 a 50.91 m2,1 a 2 dormitorios,1 unidad disponible,1,1 dorm.,40.43 m2,101,260000
RB ARQUITECTURA,Prado 1324,En Planos,JR. LEONCIO PRADO 1324,Magdalena Del Mar,150120,-12.0858589,-77.0705334,6,6,6,6,6,6,6,"15 de Julio, 2025",Departamento,40.43 a 50.91 m2,1 a 2 dormitorios,4 unidades disponibles,"2, 3, 4, 5",1 dorm.,40.43 m2,TIPO 1,260000
RB ARQUITECTURA,Prado 1324,En Planos,JR. LEONCIO PRADO 1324,Magdalena Del Mar,150120,-12.0858589,-77.0705334,6,6,6,6,6,6,6,"15 de Julio, 2025",Departamento,40.43 a 50.91 m2,1 a 2 dormitorios,2 unidades disponibles,2 y 5,2 dorm.,50.91 m2,TIPO 2,356100
GDC INMOBILIARIA,Único Magdalena,En Planos,Av. Faustino Sanchez Carrión 280,Magdalena Del Mar,150120,-12.0880835,-77.0610546,20,20,20,20,20,20,20,"30 de Septiembre, 2026",Departamento,40.00 a 97.41 m2,1 a 3 dormitorios,15 unidades disponibles,Entre 3 al 20,3 dorm.,73.65 m2,X09,529537
GDC INMOBILIARIA,Único Magdalena,En Planos,Av. Faustino Sanchez Carrión 280,Magdalena Del Mar,150120,-12.0880835,-77.0610546,20,20,20,20,20,20,20,"30 de Septiembre, 2026",Departamento,40.00 a 97.41 m2,1 a 3 dormitorios,12 unidades disponibles,Entre 8 al 20,1 dorm.,40.00 m2,X02,306731
GDC INMOBILIARIA,Único Magdalena,En Planos,Av. Faustino Sanchez Carrión 280,Magdalena Del Mar,150120,-12.0880835,-77.0610546,20,20,20,20,20,20,20,"30 de Septiembre, 2026",Departamento,40.00 a 97.41 m2,1 a 3 dormitorios,17 unidades disponibles,Entre 2 al 20,2 dorm.,55.16 m2,X03,409904
GDC INMOBILIARIA,Único Magdalena,En Planos,Av. Faustino Sanchez Carrión 280,Magdalena Del Mar,150120,-12.0880835,-77.0610546,20,20,20,20,20,20,20,"30 de Septiembre, 2026",Departamento,40.00 a 97.41 m2,1 a 3 dormitorios,15 unidades disponibles,Entre 3 al 19,2 dorm.,68.76 m2,X04,496574
GDC INMOBILIARIA,Único Magdalena,En Planos,Av. Faustino Sanchez Carrión 280,Magdalena Del Mar,150120,-12.0880835,-77.0610546,20,20,20,20,20,20,20,"30 de Septiembre, 2026",Departamento,40.00 a 97.41 m2,1 a 3 dormitorios,13 unidades disponibles,Entre 4 al 20,2 dorm.,56.69 m2,X05,405846
GDC INMOBILIARIA,Único Magdalena,En Planos,Av. Faustino Sanchez Carrión 280,Magdalena Del Mar,150120,-12.0880835,-77.0610546,20,20,20,20,20,20,20,"30 de Septiembre, 2026",Departamento,40.00 a 97.41 m2,1 a 3 dormitorios,11 unidades disponibles,Entre 2 al 20,2 dorm.,51.87 m2,X06,371339
GDC INMOBILIARIA,Único Magdalena,En Planos,Av. Faustino Sanchez Carrión 280,Magdalena Del Mar,150120,-12.0880835,-77.0610546,20,20,20,20,20,20,20,"30 de Septiembre, 2026",Departamento,40.00 a 97.41 m2,1 a 3 dormitorios,12 unidades disponibles,Entre 2 al 20,2 dorm.,50.96 m2,X07,373849
GDC INMOBILIARIA,Único Magdalena,En Planos,Av. Faustino Sanchez Carrión 280,Magdalena Del Mar,150120,-12.0880835,-77.0610546,20,20,20,20,20,20,20,"30 de Septiembre, 2026",Departamento,40.00 a 97.41 m2,1 a 3 dormitorios,14 unidades disponibles,Entre 2 al 20,2 dorm.,51.62 m2,X08,373849
GDC INMOBILIARIA,Único Magdalena,En Planos,Av. Faustino Sanchez Carrión 280,Magdalena Del Mar,150120,-12.0880835,-77.0610546,20,20,20,20,20,20,20,"30 de Septiembre, 2026",Departamento,40.00 a 97.41 m2,1 a 3 dormitorios,18 unidades disponibles,Entre 1 al 20,1 dorm.,41.09 m2,X01,315089
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,,2 dorm.,85.03 m2,XS01,725400
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,,2 dorm.,86.70 m2,XS03,741000
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,65.05 m2,X101,627900
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,65.51 m2,X102,631800
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,1,3 dorm.,68.97 m2,X104,588900
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,64.71 m2,X105,546000
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,64.50 m2,X106,546000
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,62.33 m2,X108,538200
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,64.92 m2,X110,549900
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,65.19 m2,X111,549900
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,4 unidades disponibles,"7, 11, 13, 16",3 dorm.,75.85 m2,X01,647400
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 2 al 17,3 dorm.,77.13 m2,X02,647400
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,10 unidades disponibles,Entre 2 al 17,3 dorm.,76.26 m2,X03,639600
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,5 unidades disponibles,"13, 14, 15, 16, 17",3 dorm.,84.39 m2,X04,881400
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,3 unidades disponibles,"2, 8, 10",2 dorm.,63.84 m2,X05-A,596700
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,1 unidad disponible,10,2 dorm.,65.02 m2,X06-A,674700
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,4 unidades disponibles,"2, 6, 8, 10",2 dorm.,65.55 m2,X07-A,620100
TALE INMOBILIARIA,MUM 363,En Planos,Av. Javier Prado Oeste 2291,Magdalena Del Mar,150120,-12.0951667,-77.0552995,17,17,17,17,17,17,17,"31 de Diciembre, 2026",Departamento,41.77 a 93.96 m2,1 a 3 dormitorios,3 unidades disponibles,"6, 8, 10",2 dorm.,66.51 m2,X08-A,663000
