inmobiliaria_nombre,proyecto_nombre,proyecto_etapa,proyecto_direccion,proyecto_distrito,ubigeo_id,latitude,longitude,hospital,supermarket,transit_station,school,university,bank,restaurant,fecha,proyecto_tipo,proyecto_medidas,proyecto_dormitorios,dep_disponibilidad,dep_piso,dep_dormitorios,dep_area,dep_modelo,dep_precio
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,1 unidad disponible,1,1 dorm.,47.18 m2,TIPO 3,358804
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,119.93 m2,TIPO 4,912068
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,118.72 m2,TIPO 5,902866
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,1 unidad disponible,2,2 dorm.,64.32 m2,TIPO 7,489154
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,1 unidad disponible,2,1 dorm.,53.41 m2,TIPO 8,406183
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,6 unidades disponibles,Entre 4 al 9,1 dorm.,54.84 m2,TIPO 10,417058
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,6 unidades disponibles,Entre 4 al 10,1 dorm.,53.48 m2,TIPO 11,406715
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 2 al 10,1 dorm.,46.98 m2,TIPO 12,357283
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,7 unidades disponibles,Entre 3 al 10,1 dorm.,40.09 m2,TIPO 13,304884
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 2 al 10,1 dorm.,47.73 m2,TIPO 14,362987
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,8 unidades disponibles,Entre 2 al 10,2 dorm.,64.04 m2,TIPO 15,487024
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,6 unidades disponibles,Entre 3 al 8,2 dorm.,63.94 m2,TIPO 16,486264
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,2 unidades disponibles,3 y 7,2 dorm.,69.43 m2,TIPO 17,528015
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,2 unidades disponibles,3 y 7,2 dorm.,69.28 m2,TIPO 18,526874
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,2 unidades disponibles,4 y 8,2 dorm.,70.19 m2,TIPO 19,533795
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,2 unidades disponibles,4 y 8,2 dorm.,70.06 m2,TIPO 20,532806
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,1 unidad disponible,5,2 dorm.,69.39 m2,TIPO 21,527711
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,1 unidad disponible,5,2 dorm.,69.24 m2,TIPO 22,526570
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,1 unidad disponible,6,2 dorm.,70.79 m2,TIPO 23,538358
BRAZIL GRUPO INMOBILIARIO,Alejandria,En Planos,Jirón Capac Yupanqui  a076  ( 1057-1059 ),Jesus Maria,150113,-12.0759486,-77.0414329,20,20,20,20,20,20,20,"31 de Marzo, 2026",Departamento,40.09 a 119.93 m2,1 a 3 dormitorios,1 unidad disponible,6,2 dorm.,70.65 m2,TIPO 24,537293
VITTORIA INMOBILIARIA,TALARA702,En Planos,talara 702,Jesus Maria,150113,-12.0719395,-77.0428555,16,16,16,16,16,16,16,"31 de Julio, 2026",Departamento,35.34 a 113.15 m2,1 a 3 dormitorios,1 unidad disponible,1,1 dorm.,38.00 m2,TIPO7/Dpto101,329500
VITTORIA INMOBILIARIA,TALARA702,En Planos,talara 702,Jesus Maria,150113,-12.0719395,-77.0428555,16,16,16,16,16,16,16,"31 de Julio, 2026",Departamento,35.34 a 113.15 m2,1 a 3 dormitorios,1 unidad disponible,1,3 dorm.,97.75 m2,TIPO8/Dpto102,760000
VITTORIA INMOBILIARIA,TALARA702,En Planos,talara 702,Jesus Maria,150113,-12.0719395,-77.0428555,16,16,16,16,16,16,16,"31 de Julio, 2026",Departamento,35.34 a 113.15 m2,1 a 3 dormitorios,1 unidad disponible,1,2 dorm.,82.69 m2,TIPO9/Dpto103,604500
VITTORIA INMOBILIARIA,TALARA702,En Planos,talara 702,Jesus Maria,150113,-12.0719395,-77.0428555,16,16,16,16,16,16,16,"31 de Julio, 2026",Departamento,35.34 a 113.15 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 3 al 11,2 dorm.,54.81 m2,TIPO1,444000
VITTORIA INMOBILIARIA,TALARA702,En Planos,talara 702,Jesus Maria,150113,-12.0719395,-77.0428555,16,16,16,16,16,16,16,"31 de Julio, 2026",Departamento,35.34 a 113.15 m2,1 a 3 dormitorios,10 unidades disponibles,Entre 2 al 11,3 dorm.,71.70 m2,TIPO2,543000
VITTORIA INMOBILIARIA,TALARA702,En Planos,talara 702,Jesus Maria,150113,-12.0719395,-77.0428555,16,16,16,16,16,16,16,"31 de Julio, 2026",Departamento,35.34 a 113.15 m2,1 a 3 dormitorios,10 unidades disponibles,Entre 2 al 11,1 dorm.,38.25 m2,TIPO3,294500
VITTORIA INMOBILIARIA,TALARA702,En Planos,talara 702,Jesus Maria,150113,-12.0719395,-77.0428555,16,16,16,16,16,16,16,"31 de Julio, 2026",Departamento,35.34 a 113.15 m2,1 a 3 dormitorios,8 unidades disponibles,Entre 2 al 10,1 dorm.,35.34 m2,TIPO4,264500
VITTORIA INMOBILIARIA,TALARA702,En Planos,talara 702,Jesus Maria,150113,-12.0719395,-77.0428555,16,16,16,16,16,16,16,"31 de Julio, 2026",Departamento,35.34 a 113.15 m2,1 a 3 dormitorios,8 unidades disponibles,Entre 2 al 9,3 dorm.,73.30 m2,TIPO5,547000
VITTORIA INMOBILIARIA,TALARA702,En Planos,talara 702,Jesus Maria,150113,-12.0719395,-77.0428555,16,16,16,16,16,16,16,"31 de Julio, 2026",Departamento,35.34 a 113.15 m2,1 a 3 dormitorios,8 unidades disponibles,Entre 2 al 9,2 dorm.,54.20 m2,TIPO6,414500
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 2 al 10,1 dorm.,39.80 m2,1,357500
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,8 unidades disponibles,Entre 3 al 10,3 dorm.,77.78 m2,3,661000
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,3 unidades disponibles,"2, 5, 6",3 dorm.,89.46 m2,4,803000
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,3 unidades disponibles,"3, 5, 6",3 dorm.,87.21 m2,5,784000
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 2 al 10,3 dorm.,80.45 m2,6,682000
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,9 unidades disponibles,Entre 2 al 10,3 dorm.,75.60 m2,7,630000
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,4 unidades disponibles,"2, 3, 4, 5",2 dorm.,54.08 m2,8,497000
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,10 unidades disponibles,Entre 2 al 11,1 dorm.,54.00 m2,9,445000
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,10 unidades disponibles,Entre 2 al 11,3 dorm.,69.14 m2,10,541500
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,10 unidades disponibles,Entre 2 al 11,3 dorm.,69.14 m2,11,541500
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,10 unidades disponibles,Entre 2 al 11,2 dorm.,55.83 m2,12,501000
LUGANO,LUNA,En Planos,Jirón Inca Ripac 350 - 372,Jesus Maria,150113,-12.0845122,-77.0500375,11,11,11,11,11,11,11,"15 de Julio, 2027",Departamento,39.80 a 89.46 m2,1 a 3 dormitorios,5 unidades disponibles,"2, 3, 4, 5, 6",2 dorm.,53.97 m2,13,496000
VARSOVIA INVERSIONES,Central Life - Santo Domingo,En Construcción,Jiron Santo Domingo 275,Jesus Maria,150113,-12.0889929,-77.0574123,20,20,20,20,20,20,20,"30 de Agosto, 2025",Departamento,57.27 a 158.51 m2,2 a 4 dormitorios,1 unidad disponible,1,2 dorm.,75.85 m2,102,555000
VARSOVIA INVERSIONES,Central Life - Santo Domingo,En Construcción,Jiron Santo Domingo 275,Jesus Maria,150113,-12.0889929,-77.0574123,20,20,20,20,20,20,20,"30 de Agosto, 2025",Departamento,57.27 a 158.51 m2,2 a 4 dormitorios,1 unidad disponible,1,2 dorm.,96.32 m2,104,670000
VARSOVIA INVERSIONES,Central Life - Santo Domingo,En Construcción,Jiron Santo Domingo 275,Jesus Maria,150113,-12.0889929,-77.0574123,20,20,20,20,20,20,20,"30 de Agosto, 2025",Departamento,57.27 a 158.51 m2,2 a 4 dormitorios,1 unidad disponible,1,2 dorm.,64.77 m2,105,490000
VARSOVIA INVERSIONES,Central Life - Santo Domingo,En Construcción,Jiron Santo Domingo 275,Jesus Maria,150113,-12.0889929,-77.0574123,20,20,20,20,20,20,20,"30 de Agosto, 2025",Departamento,57.27 a 158.51 m2,2 a 4 dormitorios,2 unidades disponibles,6 y 7,3 dorm.,81.50 m2,A,645000
VARSOVIA INVERSIONES,Central Life - Santo Domingo,En Construcción,Jiron Santo Domingo 275,Jesus Maria,150113,-12.0889929,-77.0574123,20,20,20,20,20,20,20,"30 de Agosto, 2025",Departamento,57.27 a 158.51 m2,2 a 4 dormitorios,4 unidades disponibles,"5, 6, 7, 8",2 dorm.,61.11 m2,C,460000
VARSOVIA INVERSIONES,Central Life - Santo Domingo,En Construcción,Jiron Santo Domingo 275,Jesus Maria,150113,-12.0889929,-77.0574123,20,20,20,20,20,20,20,"30 de Agosto, 2025",Departamento,57.27 a 158.51 m2,2 a 4 dormitorios,6 unidades disponibles,Entre 2 al 7,3 dorm.,73.70 m2,D,548000
VARSOVIA INVERSIONES,Central Life - Santo Domingo,En Construcción,Jiron Santo Domingo 275,Jesus Maria,150113,-12.0889929,-77.0574123,20,20,20,20,20,20,20,"30 de Agosto, 2025",Departamento,57.27 a 158.51 m2,2 a 4 dormitorios,5 unidades disponibles,"2, 3, 4, 5, 8",2 dorm.,63.60 m2,E,478000
VARSOVIA INVERSIONES,Central Life - Santo Domingo,En Construcción,Jiron Santo Domingo 275,Jesus Maria,150113,-12.0889929,-77.0574123,20,20,20,20,20,20,20,"30 de Agosto, 2025",Departamento,57.27 a 158.51 m2,2 a 4 dormitorios,7 unidades disponibles,Entre 2 al 8,2 dorm.,57.27 m2,F,432000
PAZ,MEDINA,En Planos,AV. REBAGLIATI 405,Jesus Maria,150113,-12.0800915,-77.0397307,20,20,20,20,20,20,20,"30 de Junio, 2027",Departamento,39.07 a 149.52 m2,1 a 3 dormitorios,13 unidades disponibles,Entre 4 al 18,2 dorm.,57.01 m2,2,410089
PAZ,MEDINA,En Planos,AV. REBAGLIATI 405,Jesus Maria,150113,-12.0800915,-77.0397307,20,20,20,20,20,20,20,"30 de Junio, 2027",Departamento,39.07 a 149.52 m2,1 a 3 dormitorios,11 unidades disponibles,Entre 7 al 17,1 dorm.,41.39 m2,7,303357
PAZ,MEDINA,En Planos,AV. REBAGLIATI 405,Jesus Maria,150113,-12.0800915,-77.0397307,20,20,20,20,20,20,20,"30 de Junio, 2027",Departamento,39.07 a 149.52 m2,1 a 3 dormitorios,11 unidades disponibles,Entre 5 al 17,2 dorm.,57.78 m2,8,385227
PAZ,MEDINA,En Planos,AV. REBAGLIATI 405,Jesus Maria,150113,-12.0800915,-77.0397307,20,20,20,20,20,20,20,"30 de Junio, 2027",Departamento,39.07 a 149.52 m2,1 a 3 dormitorios,14 unidades disponibles,Entre 3 al 18,1 dorm.,39.07 m2,3,284896
PAZ,MEDINA,En Planos,AV. REBAGLIATI 405,Jesus Maria,150113,-12.0800915,-77.0397307,20,20,20,20,20,20,20,"30 de Junio, 2027",Departamento,39.07 a 149.52 m2,1 a 3 dormitorios,6 unidades disponibles,Entre 4 al 10,2 dorm.,76.81 m2,5,589021
DITRENZZO,Huáscar 21,En Planos,"Jr. Huáscar 2121, Jesús María",Jesus Maria,150113,-12.0840264,-77.0504368,11,11,11,11,11,11,11,"30 de Noviembre, 2026",Departamento,41.58 a 180.00 m2,1 a 3 dormitorios,5 unidades disponibles,"2, 4, 6, 7, 8",3 dorm.,90.09 m2,X01,740000
DITRENZZO,Huáscar 21,En Planos,"Jr. Huáscar 2121, Jesús María",Jesus Maria,150113,-12.0840264,-77.0504368,11,11,11,11,11,11,11,"30 de Noviembre, 2026",Departamento,41.58 a 180.00 m2,1 a 3 dormitorios,3 unidades disponibles,"3, 5, 7",3 dorm.,91.09 m2,X02,750000
DITRENZZO,Huáscar 21,En Planos,"Jr. Huáscar 2121, Jesús María",Jesus Maria,150113,-12.0840264,-77.0504368,11,11,11,11,11,11,11,"30 de Noviembre, 2026",Departamento,41.58 a 180.00 m2,1 a 3 dormitorios,4 unidades disponibles,"2, 4, 7, 8",3 dorm.,76.03 m2,X03,577000
DITRENZZO,Huáscar 21,En Planos,"Jr. Huáscar 2121, Jesús María",Jesus Maria,150113,-12.0840264,-77.0504368,11,11,11,11,11,11,11,"30 de Noviembre, 2026",Departamento,41.58 a 180.00 m2,1 a 3 dormitorios,4 unidades disponibles,"2, 4, 7, 9",1 dorm.,41.58 m2,X04,327500
DITRENZZO,Huáscar 21,En Planos,"Jr. Huáscar 2121, Jesús María",Jesus Maria,150113,-12.0840264,-77.0504368,11,11,11,11,11,11,11,"30 de Noviembre, 2026",Departamento,41.58 a 180.00 m2,1 a 3 dormitorios,2 unidades disponibles,2 y 4,3 dorm.,75.18 m2,X05,595000
DITRENZZO,Huáscar 21,En Planos,"Jr. Huáscar 2121, Jesús María",Jesus Maria,150113,-12.0840264,-77.0504368,11,11,11,11,11,11,11,"30 de Noviembre, 2026",Departamento,41.58 a 180.00 m2,1 a 3 dormitorios,2 unidades disponibles,5 y 7,3 dorm.,76.37 m2,Y05,592000
MAXX GRUPO INMOBILIARIO,BEYOND,En Planos,Av. Húsares de Junín 289,Jesus Maria,150113,-12.0824947,-77.0506092,7,7,7,7,7,7,7,"30 de Junio, 2026",Departamento,37.00 a 88.00 m2,1 a 3 dormitorios,16 unidades disponibles,Entre 2 al 17,3 dorm.,70.00 m2,TIPO 1,538500
MAXX GRUPO INMOBILIARIO,BEYOND,En Planos,Av. Húsares de Junín 289,Jesus Maria,150113,-12.0824947,-77.0506092,7,7,7,7,7,7,7,"30 de Junio, 2026",Departamento,37.00 a 88.00 m2,1 a 3 dormitorios,16 unidades disponibles,Entre 2 al 17,2 dorm.,57.00 m2,TIPO 2,445500
MAXX GRUPO INMOBILIARIO,BEYOND,En Planos,Av. Húsares de Junín 289,Jesus Maria,150113,-12.0824947,-77.0506092,7,7,7,7,7,7,7,"30 de Junio, 2026",Departamento,37.00 a 88.00 m2,1 a 3 dormitorios,16 unidades disponibles,Entre 2 al 17,3 dorm.,68.00 m2,TIPO 3,524000
MAXX GRUPO INMOBILIARIO,BEYOND,En Planos,Av. Húsares de Junín 289,Jesus Maria,150113,-12.0824947,-77.0506092,7,7,7,7,7,7,7,"30 de Junio, 2026",Departamento,37.00 a 88.00 m2,1 a 3 dormitorios,16 unidades disponibles,Entre 2 al 17,3 dorm.,67.00 m2,TIPO 4,517000
MAXX GRUPO INMOBILIARIO,BEYOND,En Planos,Av. Húsares de Junín 289,Jesus Maria,150113,-12.0824947,-77.0506092,7,7,7,7,7,7,7,"30 de Junio, 2026",Departamento,37.00 a 88.00 m2,1 a 3 dormitorios,16 unidades disponibles,Entre 2 al 17,3 dorm.,72.00 m2,TIPO 5,552500
MAXX GRUPO INMOBILIARIO,BEYOND,En Planos,Av. Húsares de Junín 289,Jesus Maria,150113,-12.0824947,-77.0506092,7,7,7,7,7,7,7,"30 de Junio, 2026",Departamento,37.00 a 88.00 m2,1 a 3 dormitorios,16 unidades disponibles,Entre 2 al 17,1 dorm.,37.00 m2,TIPO 6,298500
SEMBRA INMOBILIARIA,Salaverry,En Planos,"Av. Salaverry 1082, Jesus Maria",Jesus Maria,150113,-12.0761536,-77.0424364,20,20,20,20,20,20,20,"30 de Diciembre, 2026",Departamento,38.85 a 73.50 m2,1 a 3 dormitorios,20 unidades disponibles,Entre 2 al 22,3 dorm.,73.50 m2,T1,535100
SEMBRA INMOBILIARIA,Salaverry,En Planos,"Av. Salaverry 1082, Jesus Maria",Jesus Maria,150113,-12.0761536,-77.0424364,20,20,20,20,20,20,20,"30 de Diciembre, 2026",Departamento,38.85 a 73.50 m2,1 a 3 dormitorios,20 unidades disponibles,Entre 2 al 22,3 dorm.,71.17 m2,T2,506100
SEMBRA INMOBILIARIA,Salaverry,En Planos,"Av. Salaverry 1082, Jesus Maria",Jesus Maria,150113,-12.0761536,-77.0424364,20,20,20,20,20,20,20,"30 de Diciembre, 2026",Departamento,38.85 a 73.50 m2,1 a 3 dormitorios,19 unidades disponibles,Entre 2 al 22,2 dorm.,55.49 m2,T3,411000
SEMBRA INMOBILIARIA,Salaverry,En Planos,"Av. Salaverry 1082, Jesus Maria",Jesus Maria,150113,-12.0761536,-77.0424364,20,20,20,20,20,20,20,"30 de Diciembre, 2026",Departamento,38.85 a 73.50 m2,1 a 3 dormitorios,19 unidades disponibles,Entre 2 al 22,1 dorm.,38.85 m2,T4,302600
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,5 unidades disponibles,"3, 6, 7, 8, 10",3 dorm.,74.40 m2,Tipo 1,646000
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,5 unidades disponibles,"3, 4, 5, 7, 9",2 dorm.,55.25 m2,Tipo 10,434000
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,1 unidad disponible,1,3 dorm.,75.05 m2,Tipo 2,762000
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,1 unidad disponible,6,3 dorm.,74.60 m2,Tipo 3,800000
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,5 unidades disponibles,"1, 4, 5, 7, 9",3 dorm.,76.45 m2,Tipo 4,661000
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,6 unidades disponibles,Entre 3 al 10,2 dorm.,55.50 m2,Tipo 5,430000
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,3 unidades disponibles,"3, 4, 7",2 dorm.,59.00 m2,Tipo 6,484000
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,4 unidades disponibles,"3, 6, 8, 10",2 dorm.,53.00 m2,Tipo 7,451000
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,4 unidades disponibles,"3, 4, 7, 9",2 dorm.,53.00 m2,Tipo 8,440000
CIUDARIS,CIUDARIS - OLIVE PARK,En Planos,Av. San Felipe 485,Jesus Maria,150113,-12.0829365,-77.0544787,19,19,19,19,19,19,19,"30 de Septiembre, 2026",Departamento,48.50 a 109.50 m2,2 a 3 dormitorios,4 unidades disponibles,"3, 6, 8, 10",2 dorm.,48.50 m2,Tipo 9,428000
CIMENTARES GRUPO INMOBILIARIO,RESIDENCIAL FRUTALES,Entrega Inmediata,Av.Los Frutales Nº 819,La Molina,150114,-12.0701568,-76.9644461,1,1,1,1,1,1,1,"15 de Septiembre, 2019",Departamento,117.38 a 252.05 m2,3 a 3 dormitorios,4 unidades disponibles,3,3 dorm.,117.38 m2,TIPO A,240000
VIVANS INMOBILIARIA,Próximo,En Planos,"Calle Antibes 125, cruce con Los Jilgueros, La Molina",La Molina,150114,-12.0712166,-76.953579,6,6,6,6,6,6,6,"31 de Julio, 2025",Departamento,67.22 a 134.05 m2,3 a 3 dormitorios,2 unidades disponibles,4 y 5,3 dorm.,72.80 m2,TIPO C,574600
VIVANS INMOBILIARIA,Próximo,En Planos,"Calle Antibes 125, cruce con Los Jilgueros, La Molina",La Molina,150114,-12.0712166,-76.953579,6,6,6,6,6,6,6,"31 de Julio, 2025",Departamento,67.22 a 134.05 m2,3 a 3 dormitorios,2 unidades disponibles,2 y 4,3 dorm.,69.16 m2,TIPO D,545800
