fecha,medidas,tipo,dormitorios,disponible,piso,dormitorios_cont,area,modelo,precio,proyecto_link
"30 de Diciembre, 2026",100.08 a 421.79 m2,Departamento,2 a 3 dormitorios,1 unidad disponible,2,3 dorm.,200.06 m2,X04,"2,128,281",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes
"30 de Diciembre, 2026",100.08 a 421.79 m2,Departamento,2 a 3 dormitorios,1 unidad disponible,2,3 dorm.,161.03 m2,X05,"1,836,738",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes
"30 de Diciembre, 2026",100.08 a 421.79 m2,Departamento,2 a 3 dormitorios,1 unidad disponible,2,2 dorm.,100.08 m2,X07,"1,240,012",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes
"30 de Diciembre, 2026",100.08 a 421.79 m2,Departamento,2 a 3 dormitorios,1 unidad disponible,2,3 dorm.,150.32 m2,X08,"1,642,660",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes
"30 de Diciembre, 2026",100.08 a 421.79 m2,Departamento,2 a 3 dormitorios,1 unidad disponible,4,3 dorm.,160.02 m2,X09,"1,842,361",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes
"30 de Diciembre, 2026",100.08 a 421.79 m2,Departamento,2 a 3 dormitorios,1 unidad disponible,4,3 dorm.,201.15 m2,X10,"2,367,728",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes
"30 de Diciembre, 2026",100.08 a 421.79 m2,Departamento,2 a 3 dormitorios,,,,,,,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes
"30 de Diciembre, 2026",100.08 a 421.79 m2,Departamento,2 a 3 dormitorios,,,,,,,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes
"30 de Diciembre, 2026",100.08 a 421.79 m2,Departamento,2 a 3 dormitorios,,,,,,,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3437-aster-basadre-san-isidro-lima-lima-aster-homes
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,1,1 dorm.,96.66 m2,TIPO 3,"$ 249,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,6 unidades disponibles,Entre 2 al 8,2 dorm.,120.08 m2,TIPO 4,"$ 307,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,3 unidades disponibles,"2, 3, 6",3 dorm.,171.24 m2,TIPO 6,"$ 387,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,1 unidad disponible,8,3 dorm.,175.43 m2,TIPO 8,"$ 411,000",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,,,,,,,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,,,,,,,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,,,,,,,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,,,,,,,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,,,,,,,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Julio, 2026",96.66 a 240.92 m2,Departamento,1 a 3 dormitorios,,,,,,,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3450-inara-san-isidro-lima-lima-zafira-inmobiliaria
"31 de Diciembre, 2026",73.86 a 153.88 m2,Departamento,1 a 2 dormitorios,2 unidades disponibles,9 y 10,2 dorm.,85.45 m2,Tipo 1 C,"726,230",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3475-oliva-san-isidro-lima-lima-maas-inmobiliaria
"31 de Diciembre, 2026",73.86 a 153.88 m2,Departamento,1 a 2 dormitorios,6 unidades disponibles,Entre 9 al 14,2 dorm.,85.60 m2,Tipo 2 B,"716,812",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3475-oliva-san-isidro-lima-lima-maas-inmobiliaria
"31 de Diciembre, 2026",73.86 a 153.88 m2,Departamento,1 a 2 dormitorios,4 unidades disponibles,"11, 12, 13, 14",2 dorm.,85.45 m2,Tipo 1 D,"731,040",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3475-oliva-san-isidro-lima-lima-maas-inmobiliaria
"31 de Diciembre, 2026",73.86 a 153.88 m2,Departamento,1 a 2 dormitorios,1 unidad disponible,1,2 dorm.,153.88 m2,Tipo 4,"874,200",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3475-oliva-san-isidro-lima-lima-maas-inmobiliaria
"31 de Diciembre, 2026",73.86 a 153.88 m2,Departamento,1 a 2 dormitorios,1 unidad disponible,1,1 dorm.,111.64 m2,Tipo 5,"785,850",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3475-oliva-san-isidro-lima-lima-maas-inmobiliaria
"31 de Diciembre, 2026",73.86 a 153.88 m2,Departamento,1 a 2 dormitorios,3 unidades disponibles,"2, 3, 4",2 dorm.,85.45 m2,Tipo 1 A,"731,040",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3475-oliva-san-isidro-lima-lima-maas-inmobiliaria
"31 de Diciembre, 2026",73.86 a 153.88 m2,Departamento,1 a 2 dormitorios,7 unidades disponibles,Entre 2 al 8,2 dorm.,85.60 m2,Tipo 2 A,"712,066",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3475-oliva-san-isidro-lima-lima-maas-inmobiliaria
